,Left_Z[N],Right_Z[N]
1, 8.6, -24.4
2, 8.6, -24.4
3, 8.6, -24.4
4, 8.6, -24.5
5, 8.6, -24.5
6, 8.6, -24.5
7, 8.6, -24.5
8, 8.6, -24.5
9, 8.6, -24.5
10, 8.6, -24.5
11, 8.6, -24.5
12, 8.6, -24.5
13, 8.6, -24.5
14, 8.6, -24.5
15, 8.6, -24.5
16, 8.6, -24.5
17, 8.6, -24.5
18, 8.6, -24.5
19, 8.6, -24.5
20, 8.6, -24.5
21, 8.6, -24.5
22, 8.6, -24.5
23, 8.6, -24.5
24, 8.6, -24.5
25, 8.6, -24.5
26, 8.6, -24.5
27, 8.6, -24.5
28, 8.6, -24.4
29, 8.6, -24.4
30, 8.6, -24.4
31, 8.6, -24.4
32, 8.6, -24.4
33, 8.6, -24.4
34, 8.6, -24.4
35, 8.6, -24.4
36, 8.6, -24.4
37, 8.6, -24.4
38, 8.6, -24.4
39, 8.6, -24.5
40, 8.6, -24.5
41, 8.6, -24.5
42, 8.6, -24.5
43, 8.6, -24.5
44, 8.6, -24.5
45, 8.6, -24.6
46, 8.6, -24.6
47, 8.6, -24.6
48, 8.6, -24.6
49, 8.6, -24.6
50, 8.6, -24.6
51, 8.6, -24.6
52, 8.6, -24.6
53, 8.6, -24.6
54, 8.6, -24.6
55, 8.6, -24.6
56, 8.6, -24.6
57, 8.6, -24.6
58, 8.6, -24.6
59, 8.6, -24.6
60, 8.6, -24.6
61, 8.6, -24.6
62, 8.6, -24.6
63, 8.6, -24.6
64, 8.6, -24.6
65, 8.6, -24.6
66, 8.6, -24.6
67, 8.6, -24.6
68, 8.6, -24.6
69, 8.6, -24.6
70, 8.6, -24.6
71, 8.6, -24.6
72, 8.6, -24.6
73, 8.6, -24.6
74, 8.6, -24.6
75, 8.6, -24.6
76, 8.6, -24.6
77, 8.6, -24.6
78, 8.6, -24.5
79, 8.6, -24.5
80, 8.6, -24.5
81, 8.6, -24.5
82, 8.6, -24.5
83, 8.6, -24.5
84, 8.6, -24.5
85, 8.6, -24.5
86, 8.6, -24.5
87, 8.6, -24.5
88, 8.6, -24.5
89, 8.6, -24.5
90, 8.6, -24.5
91, 8.6, -24.6
92, 8.6, -24.6
93, 8.6, -24.6
94, 8.6, -24.6
95, 8.6, -24.6
96, 8.6, -24.6
97, 8.6, -24.6
98, 8.6, -24.6
99, 8.6, -24.6
100, 8.6, -24.6
101, 8.6, -24.6
102, 8.6, -24.6
103, 8.6, -24.6
104, 8.6, -24.6
105, 8.6, -24.6
106, 8.6, -24.6
107, 8.6, -24.6
108, 8.6, -24.6
109, 8.6, -24.6
110, 8.6, -24.6
111, 8.6, -24.6
112, 8.6, -24.6
113, 8.6, -24.6
114, 8.6, -24.6
115, 8.6, -24.6
116, 8.6, -24.6
117, 8.6, -24.6
118, 8.6, -24.6
119, 8.6, -24.6
120, 8.6, -24.6
121, 8.6, -24.6
122, 8.6, -24.6
123, 8.6, -24.6
124, 8.6, -24.6
125, 8.6, -24.6
126, 8.6, -24.6
127, 8.6, -24.6
128, 8.6, -24.6
129, 8.6, -24.6
130, 8.6, -24.6
131, 8.6, -24.6
132, 8.6, -24.6
133, 8.6, -24.6
134, 8.6, -24.6
135, 8.6, -24.6
136, 8.6, -24.6
137, 8.6, -24.6
138, 8.6, -24.6
139, 8.6, -24.6
140, 8.6, -24.6
141, 8.6, -24.6
142, 8.6, -24.6
143, 8.6, -24.6
144, 8.6, -24.6
145, 8.6, -24.6
146, 8.6, -24.6
147, 8.6, -24.6
148, 8.6, -24.6
149, 8.6, -24.6
150, 8.6, -24.6
151, 8.6, -24.6
152, 8.6, -24.6
153, 8.6, -24.6
154, 8.6, -24.6
155, 8.6, -24.6
156, 8.6, -24.6
157, 8.6, -24.6
158, 8.6, -24.6
159, 8.6, -24.6
160, 8.6, -24.6
161, 8.6, -24.6
162, 8.6, -24.6
163, 8.6, -24.6
164, 8.6, -24.6
165, 8.6, -24.6
166, 8.6, -24.6
167, 8.6, -24.6
168, 8.6, -24.6
169, 8.6, -24.6
170, 8.6, -24.5
171, 8.6, -24.5
172, 8.6, -24.5
173, 8.6, -24.5
174, 8.6, -24.5
175, 8.6, -24.5
176, 8.6, -24.5
177, 8.6, -24.5
178, 8.6, -24.5
179, 8.6, -24.4
180, 8.6, -24.5
181, 8.6, -24.5
182, 8.6, -24.5
183, 8.6, -24.5
184, 8.6, -24.5
185, 8.6, -24.5
186, 8.6, -24.5
187, 8.6, -24.5
188, 8.6, -24.5
189, 8.6, -24.5
190, 8.6, -24.5
191, 8.6, -24.5
192, 8.6, -24.5
193, 8.6, -24.5
194, 8.6, -24.5
195, 8.6, -24.5
196, 8.6, -24.5
197, 8.6, -24.4
198, 8.6, -24.4
199, 8.6, -24.4
200, 8.6, -24.4
201, 8.6, -24.4
202, 8.6, -24.4
203, 8.6, -24.4
204, 8.6, -24.4
205, 8.6, -24.4
206, 8.6, -24.4
207, 8.6, -24.4
208, 8.6, -24.4
209, 8.6, -24.4
210, 8.6, -24.4
211, 8.6, -24.4
212, 8.6, -24.4
213, 8.6, -24.4
214, 8.6, -24.4
215, 8.6, -24.4
216, 8.6, -24.4
217, 8.6, -24.4
218, 8.6, -24.4
219, 8.6, -24.4
220, 8.6, -24.4
221, 8.6, -24.4
222, 8.6, -24.4
223, 8.6, -24.4
224, 8.6, -24.4
225, 8.6, -24.4
226, 8.6, -24.4
227, 8.6, -24.4
228, 8.6, -24.5
229, 8.6, -24.5
230, 8.6, -24.5
231, 8.6, -24.5
232, 8.6, -24.5
233, 8.6, -24.5
234, 8.6, -24.5
235, 8.6, -24.5
236, 8.6, -24.5
237, 8.6, -24.5
238, 8.6, -24.5
239, 8.6, -24.5
240, 8.6, -24.5
241, 8.6, -24.5
242, 8.6, -24.5
243, 8.6, -24.5
244, 8.6, -24.5
245, 8.6, -24.5
246, 8.6, -24.6
247, 8.6, -24.6
248, 8.6, -24.6
249, 8.6, -24.6
250, 8.6, -24.6
251, 8.6, -24.6
252, 8.6, -24.6
253, 8.6, -24.5
254, 8.6, -24.5
255, 8.6, -24.5
256, 8.6, -24.5
257, 8.6, -24.5
258, 8.6, -24.5
259, 8.6, -24.5
260, 8.6, -24.5
261, 8.6, -24.5
262, 8.6, -24.5
263, 8.6, -24.5
264, 8.6, -24.5
265, 8.6, -24.5
266, 8.6, -24.5
267, 8.6, -24.5
268, 8.6, -24.5
269, 8.6, -24.5
270, 8.6, -24.5
271, 8.6, -24.5
272, 8.6, -24.5
273, 8.6, -24.5
274, 8.6, -24.5
275, 8.6, -24.5
276, 8.6, -24.5
277, 8.6, -24.5
278, 8.6, -24.5
279, 8.6, -24.5
280, 8.6, -24.5
281, 8.6, -24.5
282, 8.6, -24.5
283, 8.6, -24.5
284, 8.6, -24.5
285, 8.6, -24.5
286, 8.6, -24.5
287, 8.6, -24.5
288, 8.7, -24.5
289, 8.7, -24.5
290, 8.7, -24.5
291, 8.7, -24.5
292, 8.7, -24.5
293, 8.7, -24.5
294, 8.7, -24.6
295, 8.7, -24.6
296, 8.7, -24.6
297, 8.7, -24.6
298, 8.7, -24.6
299, 8.7, -24.6
300, 8.7, -24.6
301, 8.7, -24.6
302, 8.7, -24.6
303, 8.7, -24.6
304, 8.7, -24.6
305, 8.7, -24.6
306, 8.6, -24.6
307, 8.6, -24.6
308, 8.6, -24.6
309, 8.6, -24.6
310, 8.6, -24.6
311, 8.6, -24.6
312, 8.6, -24.6
313, 8.6, -24.6
314, 8.6, -24.6
315, 8.6, -24.6
316, 8.6, -24.6
317, 8.6, -24.6
318, 8.6, -24.6
319, 8.6, -24.6
320, 8.6, -24.6
321, 8.6, -24.6
322, 8.6, -24.6
323, 8.6, -24.6
324, 8.6, -24.6
325, 8.6, -24.6
326, 8.6, -24.6
327, 8.6, -24.6
328, 8.6, -24.5
329, 8.6, -24.5
330, 8.6, -24.5
331, 8.6, -24.4
332, 8.6, -24.4
333, 8.6, -24.4
334, 8.6, -24.4
335, 8.6, -24.4
336, 8.6, -24.4
337, 8.6, -24.4
338, 8.6, -24.4
339, 8.6, -24.4
340, 8.6, -24.4
341, 8.6, -24.4
342, 8.6, -24.4
343, 8.6, -24.4
344, 8.6, -24.4
345, 8.6, -24.4
346, 8.6, -24.4
347, 8.7, -24.4
348, 8.7, -24.4
349, 8.7, -24.4
350, 8.7, -24.4
351, 8.7, -24.4
352, 8.7, -24.4
353, 8.7, -24.4
354, 8.7, -24.4
355, 8.7, -24.5
356, 8.7, -24.5
357, 8.7, -24.5
358, 8.7, -24.5
359, 8.7, -24.5
360, 8.7, -24.5
361, 8.7, -24.5
362, 8.6, -24.5
363, 8.6, -24.5
364, 8.6, -24.5
365, 8.6, -24.5
366, 8.6, -24.5
367, 8.6, -24.5
368, 8.6, -24.5
369, 8.6, -24.5
370, 8.6, -24.5
371, 8.6, -24.5
372, 8.6, -24.5
373, 8.6, -24.5
374, 8.6, -24.5
375, 8.6, -24.5
376, 8.6, -24.5
377, 8.6, -24.5
378, 8.6, -24.5
379, 8.6, -24.5
380, 8.6, -24.5
381, 8.6, -24.5
382, 8.5, -24.5
383, 8.5, -24.6
384, 8.5, -24.6
385, 8.5, -24.6
386, 8.5, -24.6
387, 8.5, -24.6
388, 8.5, -24.6
389, 8.5, -24.6
390, 8.5, -24.6
391, 8.5, -24.6
392, 8.5, -24.6
393, 8.5, -24.6
394, 8.5, -24.6
395, 8.6, -24.6
396, 8.6, -24.6
397, 8.6, -24.6
398, 8.6, -24.6
399, 8.6, -24.6
400, 8.6, -24.6
401, 8.6, -24.5
402, 8.6, -24.5
403, 8.6, -24.5
