,No.1 R_Z,No.2 R_Z,No.3 R_Z,No.4 R_Z,No.5 R_Z,No.6 R_Z,No.7 R_Z,No.8 R_Z,No.9 R_Z,No.10 R_Z
2656, -24.5, -24.6, -0.09999999999999787, -24.6, -24.7, -24.8, 0.09999999999999787, 0.0, -24.8, -0.10000000000000142
2657, -24.5, -24.6, -0.09999999999999787, -24.6, -24.7, -24.8, 0.09999999999999787, 0.0, -24.8, -0.10000000000000142
2658, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.8, 0.09999999999999787, 0.0, -24.8, -0.10000000000000142
2659, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.8, 0.09999999999999787, 0.0, -24.8, -0.10000000000000142
2660, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.8, 0.0, 0.0, -24.8, -0.10000000000000142
2661, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.8, 0.0, 0.0, -24.8, -0.10000000000000142
2662, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.8, 0.0, 0.0, -24.8, -0.1999999999999993
2663, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.7, 0.0, -0.10000000000000142, -24.8, -0.1999999999999993
2664, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.7, 0.0, -0.10000000000000142, -24.8, -0.1999999999999993
2665, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2666, -24.5, -24.6, -0.09999999999999787, -24.6, -24.8, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2667, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2668, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2669, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2670, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2671, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2672, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2673, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2674, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2675, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2676, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2677, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.8, -0.10000000000000142
2678, -24.5, -24.5, -0.09999999999999787, -24.6, -24.7, -24.7, 0.0, -0.10000000000000142, -24.7, -0.10000000000000142
2679, -24.5, -24.5, -0.09999999999999787, -24.6, -24.6, -24.7, 0.0, -0.10000000000000142, -24.7, -0.10000000000000142
2680, -24.5, -24.5, -0.09999999999999787, -24.6, -24.6, -24.7, 0.0, -0.10000000000000142, -24.7, -0.10000000000000142
2681, -24.5, -24.5, -0.09999999999999787, -24.6, -24.6, -24.7, 0.0, -0.10000000000000142, -24.7, -0.10000000000000142
2682, -24.5, -24.5, -0.09999999999999787, -24.6, -24.6, -24.7, 0.0, -0.10000000000000142, -24.7, -0.10000000000000142
2683, -24.5, -24.5, -0.09999999999999787, -24.6, -24.6, -24.7, 0.0, -0.10000000000000142, -24.7, -0.10000000000000142
2684, -24.5, -24.5, 0.0, -24.6, -24.6, -24.7, 0.0, -0.10000000000000142, -24.7, -0.10000000000000142
2685, -24.5, -24.5, 0.0, -24.6, -24.6, -24.7, 0.0, -0.10000000000000142, -24.7, 0.0
2686, -24.5, -24.5, 0.0, -24.6, -24.6, -24.7, 0.0, -0.10000000000000142, -24.7, 0.0
2687, -24.5, -24.4, 0.0, -24.7, -24.7, -24.7, 0.0, -0.10000000000000142, -24.7, 0.0
2688, -24.5, -24.4, 0.0, -24.7, -24.7, -24.7, 0.0, -0.10000000000000142, -24.7, 0.0
2689, -24.5, -24.4, 0.0, -24.7, -24.7, -24.7, 0.0, -0.10000000000000142, -24.7, 0.0
2690, -24.5, -24.5, 0.0, -24.7, -24.7, -24.7, 0.0, -0.10000000000000142, -24.7, 0.0
2691, -24.5, -24.5, 0.0, -24.7, -24.6, -24.7, 0.0, -0.10000000000000142, -24.8, 0.0
2692, -24.5, -24.5, 0.0, -24.7, -24.6, -24.7, 0.0, -0.10000000000000142, -24.8, 0.0
2693, -24.6, -24.5, 0.0, -24.7, -24.6, -24.7, 0.0, -0.10000000000000142, -24.8, 0.0
2694, -24.6, -24.5, 0.0, -24.7, -24.6, -24.7, 0.0, -0.10000000000000142, -24.8, 0.0
2695, -24.6, -24.5, 0.0, -24.7, -24.6, -24.7, 0.0, -0.10000000000000142, -24.8, 0.0
2696, -24.6, -24.5, 0.0, -24.7, -24.6, -24.7, 0.0, 0.0, -24.8, 0.0
2697, -24.6, -24.5, 0.0, -24.7, -24.7, -24.7, -0.10000000000000142, 0.0, -24.7, 0.0
2698, -24.6, -24.5, 0.0, -24.7, -24.7, -24.7, -0.10000000000000142, 0.0, -24.6, 0.0
2699, -24.6, -24.5, 0.0, -24.7, -24.7, -24.7, -0.10000000000000142, 0.0, -24.6, 0.0
2700, -24.6, -24.5, 0.0, -24.7, -24.7, -24.7, -0.10000000000000142, 0.0, -24.6, 0.0
2701, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, -0.10000000000000142, 0.0, -24.6, 0.0
2702, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, -0.10000000000000142, 0.0, -24.6, -0.10000000000000142
2703, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, -0.10000000000000142, 0.0, -24.6, -0.10000000000000142
2704, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, -0.10000000000000142, 0.0, -24.6, -0.10000000000000142
2705, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, 0.0, 0.0, -24.6, -0.10000000000000142
2706, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, 0.0, 0.0, -24.6, -0.10000000000000142
2707, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, 0.0, 0.0, -24.6, -0.10000000000000142
2708, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, 0.0, 0.0, -24.7, -0.10000000000000142
2709, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2710, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2711, -24.6, -24.6, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2712, -24.6, -24.6, 0.0, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2713, -24.6, -24.6, 0.0, -24.7, -24.6, -24.5, 0.09999999999999787, 0.09999999999999787, -24.7, 0.0
2714, -24.6, -24.5, 0.0, -24.7, -24.6, -24.5, 0.09999999999999787, 0.09999999999999787, -24.7, 0.0
2715, -24.5, -24.5, 0.0, -24.7, -24.6, -24.5, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2716, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2717, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2718, -24.5, -24.5, 0.0, -24.7, -24.7, -24.6, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2719, -24.5, -24.5, 0.0, -24.7, -24.7, -24.6, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2720, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2721, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2722, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2723, -24.5, -24.5, 0.0, -24.6, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2724, -24.5, -24.5, 0.0, -24.6, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2725, -24.5, -24.5, 0.0, -24.6, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2726, -24.5, -24.5, 0.0, -24.6, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2727, -24.5, -24.5, 0.0, -24.6, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, 0.0
2728, -24.5, -24.5, 0.0, -24.6, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, 0.0
2729, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, 0.0
2730, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, 0.0
2731, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, 0.0
2732, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, 0.0
2733, -24.5, -24.5, 0.0, -24.7, -24.6, -24.6, 0.0, 0.09999999999999787, -24.7, 0.0
2734, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2735, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2736, -24.4, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2737, -24.4, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2738, -24.4, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2739, -24.4, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2740, -24.4, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, -0.10000000000000142
2741, -24.4, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, -0.10000000000000142
2742, -24.4, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, -0.10000000000000142
2743, -24.4, -24.5, 0.10000000000000142, -24.7, -24.7, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, -0.10000000000000142
2744, -24.4, -24.5, 0.10000000000000142, -24.7, -24.7, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, -0.10000000000000142
2745, -24.4, -24.5, 0.10000000000000142, -24.7, -24.7, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2746, -24.4, -24.5, 0.10000000000000142, -24.7, -24.7, -24.7, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2747, -24.4, -24.5, 0.10000000000000142, -24.7, -24.7, -24.7, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2748, -24.4, -24.5, 0.10000000000000142, -24.7, -24.7, -24.7, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2749, -24.4, -24.5, 0.10000000000000142, -24.7, -24.7, -24.7, 0.09999999999999787, 0.09999999999999787, -24.8, 0.0
2750, -24.4, -24.5, 0.10000000000000142, -24.7, -24.7, -24.7, 0.09999999999999787, 0.0, -24.8, 0.0
2751, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.0
2752, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2753, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2754, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2755, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2756, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2757, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2758, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2759, -24.4, -24.5, 0.0, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2760, -24.4, -24.5, -0.09999999999999787, -24.7, -24.6, -24.7, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2761, -24.4, -24.5, -0.09999999999999787, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.8, 0.09999999999999787
2762, -24.4, -24.5, -0.09999999999999787, -24.7, -24.5, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.09999999999999787
2763, -24.4, -24.5, -0.09999999999999787, -24.7, -24.5, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.09999999999999787
2764, -24.4, -24.5, -0.09999999999999787, -24.7, -24.5, -24.6, 0.09999999999999787, 0.09999999999999787, -24.8, 0.09999999999999787
2765, -24.4, -24.5, -0.09999999999999787, -24.7, -24.5, -24.6, 0.0, 0.09999999999999787, -24.8, 0.09999999999999787
2766, -24.4, -24.5, -0.09999999999999787, -24.6, -24.5, -24.6, 0.0, 0.09999999999999787, -24.8, 0.09999999999999787
2767, -24.4, -24.5, -0.09999999999999787, -24.6, -24.5, -24.5, 0.0, 0.09999999999999787, -24.8, 0.09999999999999787
2768, -24.4, -24.5, -0.09999999999999787, -24.6, -24.5, -24.5, 0.0, 0.09999999999999787, -24.8, 0.0
2769, -24.4, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.8, 0.0
2770, -24.4, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.8, 0.0
2771, -24.5, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.8, 0.0
2772, -24.5, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.8, 0.0
2773, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.8, 0.0
2774, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.8, 0.0
2775, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, -0.10000000000000142, 0.09999999999999787, -24.8, 0.0
2776, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, -0.10000000000000142, 0.09999999999999787, -24.8, 0.0
2777, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, -0.10000000000000142, 0.09999999999999787, -24.7, 0.0
2778, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, -0.10000000000000142, 0.09999999999999787, -24.7, 0.0
2779, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, -0.10000000000000142, 0.09999999999999787, -24.7, 0.0
2780, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2781, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2782, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2783, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2784, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.6, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2785, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2786, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2787, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.7, 0.0, 0.09999999999999787, -24.7, 0.0
2788, -24.6, -24.6, -0.09999999999999787, -24.5, -24.5, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2789, -24.6, -24.6, 0.0, -24.5, -24.5, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2790, -24.6, -24.6, 0.0, -24.6, -24.5, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2791, -24.6, -24.6, 0.0, -24.6, -24.5, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2792, -24.6, -24.6, 0.0, -24.6, -24.5, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2793, -24.6, -24.6, 0.0, -24.6, -24.7, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2794, -24.6, -24.6, 0.0, -24.6, -24.7, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2795, -24.6, -24.6, 0.0, -24.6, -24.7, -24.7, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2796, -24.6, -24.6, 0.0, -24.6, -24.7, -24.7, 0.09999999999999787, 0.09999999999999787, -24.7, -0.10000000000000142
2797, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, 0.0, 0.09999999999999787, -24.7, -0.10000000000000142
2798, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, 0.0, 0.09999999999999787, -24.7, 0.0
2799, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, 0.0, 0.09999999999999787, -24.7, 0.0
2800, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, 0.0, 0.0, -24.7, 0.0
2801, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, 0.0, 0.0, -24.7, 0.0
2802, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, 0.09999999999999787, 0.0, -24.7, 0.0
2803, -24.6, -24.6, 0.0, -24.7, -24.7, -24.7, 0.09999999999999787, 0.0, -24.7, 0.0
2804, -24.6, -24.6, 0.0, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2805, -24.6, -24.6, 0.0, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2806, -24.6, -24.6, 0.0, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, -0.10000000000000142
2807, -24.6, -24.6, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, -0.10000000000000142
2808, -24.6, -24.6, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, -0.10000000000000142
2809, -24.6, -24.6, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2810, -24.6, -24.6, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2811, -24.6, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2812, -24.5, -24.6, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2813, -24.5, -24.6, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2814, -24.5, -24.6, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2815, -24.5, -24.6, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2816, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, -24.6, 0.09999999999999787, 0.0, -24.7, 0.0
2817, -24.5, -24.5, 0.20000000000000284, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2818, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2819, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2820, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2821, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2822, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2823, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2824, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2825, -24.5, -24.5, 0.10000000000000142, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2826, -24.5, -24.5, 0.0, -24.7, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2827, -24.5, -24.5, 0.0, -24.7, -24.5, 0.0, 0.0, 0.0, -24.7, 0.0
2828, -24.5, -24.5, 0.0, -24.7, -24.5, 0.0, 0.0, 0.0, -24.7, 0.0
2829, 0.0, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2830, 0.10000000000000142, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2831, 0.10000000000000142, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2832, 0.10000000000000142, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2833, 0.10000000000000142, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2834, 0.10000000000000142, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2835, 0.10000000000000142, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2836, 0.10000000000000142, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2837, 0.10000000000000142, -24.5, 0.0, -24.7, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2838, 0.10000000000000142, -24.5, 0.0, -24.6, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2839, 0.10000000000000142, -24.5, 0.0, -24.6, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2840, 0.10000000000000142, -24.6, 0.0, -24.6, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2841, 0.10000000000000142, -24.6, 0.0, -24.6, -24.5, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2842, 0.10000000000000142, -24.6, 0.0, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2843, 0.10000000000000142, -24.6, 0.0, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2844, 0.10000000000000142, -24.6, 0.0, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2845, 0.10000000000000142, -24.6, 0.0, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.8, 0.0
2846, 0.10000000000000142, -24.6, 0.0, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.8, 0.0
2847, 0.10000000000000142, -24.6, 0.10000000000000142, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.8, 0.0
2848, 0.10000000000000142, -24.6, 0.10000000000000142, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.8, 0.0
2849, 0.10000000000000142, -24.6, 0.0, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2850, 0.10000000000000142, -24.6, 0.0, -24.6, -24.6, 0.0, -0.10000000000000142, 0.0, -24.7, 0.0
2851, 0.10000000000000142, -24.6, 0.0, -24.6, -24.6, 0.0, 0.0, 0.0, -24.7, 0.0
2852, 0.10000000000000142, -24.6, 0.0, -24.6, 0.0, 0.0, 0.0, 0.0, -24.7, 0.0
2853, 0.10000000000000142, -24.6, 0.0, -24.6, -0.09999999999999787, 0.0, 0.0, 0.0, -24.7, 0.0
2854, 0.0, -24.6, 0.0, -24.6, 0.0, 0.0, 0.0, 0.0, -24.7, 0.0
2855, 0.0, -24.6, 0.0, -24.6, 0.0, 0.0, 0.0, 0.0, -24.7, 0.0
2856, 0.0, -24.6, 0.0, -24.6, 0.0, 0.0, 0.0, -0.10000000000000142, -24.7, 0.0
2857, 0.0, -24.6, -0.09999999999999787, -24.6, 0.0, 0.0, 0.0, -0.10000000000000142, -24.7, 0.0
2858, 0.0, -24.6, -0.09999999999999787, -24.6, 0.0, 0.0, 0.0, -0.10000000000000142, -24.7, 0.0
2859, 0.0, -24.6, -0.09999999999999787, -24.6, 0.0, 0.0, 0.0, -0.10000000000000142, -24.7, 0.0
2860, 0.0, -24.6, -0.09999999999999787, -24.6, 0.0, 0.0, 0.0, -0.10000000000000142, -24.7, 0.0
2861, 0.0, -24.5, -0.09999999999999787, -24.6, 0.0, 0.0, 0.0, -0.10000000000000142, -24.7, 0.0
2862, 0.0, -24.5, -0.09999999999999787, -24.7, 0.0, 0.0, 0.09999999999999787, -0.10000000000000142, -24.6, 0.09999999999999787
2863, 0.0, -24.5, -0.09999999999999787, -24.7, 0.0, 0.0, 0.0, -0.10000000000000142, -24.6, 0.09999999999999787
2864, 0.0, -24.5, -0.09999999999999787, -24.7, 0.0, 0.0, 0.0, -0.10000000000000142, -24.6, 0.09999999999999787
2865, 0.0, -24.5, -0.09999999999999787, -24.7, 0.0, 0.0, 0.0, -0.10000000000000142, -24.6, 0.09999999999999787
2866, 0.0, -24.5, -0.09999999999999787, -24.7, 0.0, 0.0, 0.0, -0.10000000000000142, -24.6, 0.09999999999999787
2867, 0.0, -24.5, -0.09999999999999787, -24.7, -0.09999999999999787, 0.0, 0.0, -0.10000000000000142, -24.6, 0.09999999999999787
2868, 0.0, -24.5, -0.09999999999999787, -24.7, -0.09999999999999787, 0.0, 0.0, -0.10000000000000142, -24.7, 0.09999999999999787
2869, 0.0, -24.5, -0.09999999999999787, -24.7, -0.09999999999999787, 0.0, 0.0, 0.0, -24.7, 0.09999999999999787
2870, 0.0, -24.5, -0.09999999999999787, -24.7, -0.09999999999999787, 0.0, 0.0, 0.0, -24.7, 0.09999999999999787
2871, 0.0, -24.5, -0.09999999999999787, -24.7, -0.09999999999999787, 0.0, 0.0, 0.0, -24.7, 0.0
2872, 0.0, -24.5, -0.09999999999999787, -24.7, -0.09999999999999787, 0.0, 0.0, 0.0, -24.8, 0.0
