,No.1 R_Z,No.2 R_Z,No.3 R_Z,No.4 R_Z,No.5 R_Z,No.6 R_Z,No.7 R_Z,No.8 R_Z,No.9 R_Z,No.10 R_Z
10331, 0.1999999999999993, -0.5, 1.3000000000000007, 0.10000000000000142, 0.10000000000000142, 4.600000000000001, 2.5, -0.40000000000000213, -1.3000000000000007, 2.3000000000000007
10332, 0.10000000000000142, -0.5, 1.4000000000000021, 0.20000000000000284, 0.0, 4.600000000000001, 2.3999999999999986, -0.3000000000000007, -1.1999999999999993, 2.3000000000000007
10333, 0.1999999999999993, -0.5, 1.3000000000000007, 0.20000000000000284, 0.10000000000000142, 4.600000000000001, 2.3999999999999986, -0.3000000000000007, -1.1999999999999993, 2.1999999999999993
10334, 0.1999999999999993, -0.6000000000000014, 1.4000000000000021, 0.20000000000000284, 0.10000000000000142, 4.600000000000001, 2.5, -0.40000000000000213, -1.3000000000000007, 2.1999999999999993
10335, 0.10000000000000142, -0.5, 1.4000000000000021, 0.0, 0.10000000000000142, 4.600000000000001, 2.3999999999999986, -0.40000000000000213, -1.3000000000000007, 2.3000000000000007
10336, 0.10000000000000142, -0.5, 1.4000000000000021, 0.0, 0.10000000000000142, 4.700000000000003, 2.3000000000000007, -0.40000000000000213, -1.1999999999999993, 2.1999999999999993
10337, 0.1999999999999993, -0.5, 1.4000000000000021, 0.10000000000000142, 0.20000000000000284, 4.700000000000003, 2.3999999999999986, -0.40000000000000213, -1.1999999999999993, 2.3000000000000007
10338, 0.0, -0.3999999999999986, 1.3000000000000007, 0.10000000000000142, 0.10000000000000142, 4.700000000000003, 2.3000000000000007, -0.3000000000000007, -1.1999999999999993, 2.3000000000000007
10339, 0.10000000000000142, -0.5, 1.4000000000000021, 0.10000000000000142, 0.20000000000000284, 4.700000000000003, 2.3000000000000007, -0.3000000000000007, -1.1000000000000014, 2.3000000000000007
10340, 0.10000000000000142, -0.3999999999999986, 1.3000000000000007, 0.0, 0.10000000000000142, 4.700000000000003, 2.3000000000000007, -0.40000000000000213, -1.1000000000000014, 2.1999999999999993
10341, 0.0, -0.5, 1.4000000000000021, 0.0, 0.10000000000000142, 4.700000000000003, 2.3000000000000007, -0.40000000000000213, -1.0, 2.3000000000000007
10342, 0.10000000000000142, -0.3999999999999986, 1.3000000000000007, 0.0, 0.20000000000000284, 4.700000000000003, 2.3000000000000007, -0.40000000000000213, -0.9000000000000021, 2.3999999999999986
10343, 0.0, -0.5, 1.4000000000000021, 0.0, 0.10000000000000142, 4.700000000000003, 2.3000000000000007, -0.40000000000000213, -0.9000000000000021, 2.3000000000000007
10344, 0.10000000000000142, -0.3999999999999986, 1.3000000000000007, 0.0, 0.20000000000000284, 4.700000000000003, 2.3000000000000007, -0.40000000000000213, -0.8000000000000007, 2.3000000000000007
10345, 0.0, -0.3999999999999986, 1.3000000000000007, -0.09999999999999787, 0.20000000000000284, 4.700000000000003, 2.3000000000000007, -0.40000000000000213, -0.8000000000000007, 2.3000000000000007
10346, 0.0, -0.3999999999999986, 1.2000000000000028, -0.09999999999999787, 0.20000000000000284, 4.800000000000001, 2.3000000000000007, -0.1999999999999993, -0.6999999999999993, 2.3000000000000007
10347, 0.10000000000000142, -0.3999999999999986, 1.3000000000000007, -0.09999999999999787, 0.20000000000000284, 4.800000000000001, 2.3000000000000007, -0.3000000000000007, -0.6000000000000014, 2.3000000000000007
10348, 0.0, -0.1999999999999993, 1.3000000000000007, -0.09999999999999787, 0.20000000000000284, 4.800000000000001, 2.1999999999999993, -0.1999999999999993, -0.5, 2.3000000000000007
10349, 0.10000000000000142, -0.1999999999999993, 1.3000000000000007, -0.09999999999999787, 0.20000000000000284, 4.800000000000001, 2.3000000000000007, -0.3000000000000007, -0.5, 2.3000000000000007
10350, 0.0, -0.1999999999999993, 1.3000000000000007, -0.1999999999999993, 0.3000000000000007, 4.800000000000001, 2.3000000000000007, -0.1999999999999993, -0.40000000000000213, 2.3000000000000007
10351, 0.10000000000000142, -0.1999999999999993, 1.3000000000000007, -0.1999999999999993, 0.20000000000000284, 4.800000000000001, 2.1999999999999993, -0.1999999999999993, -0.3000000000000007, 2.3000000000000007
10352, 0.0, -0.10000000000000142, 1.3000000000000007, -0.1999999999999993, 0.3000000000000007, 4.900000000000002, 2.099999999999998, -0.1999999999999993, -0.1999999999999993, 2.3000000000000007
10353, 0.10000000000000142, -0.1999999999999993, 1.3000000000000007, -0.09999999999999787, 0.20000000000000284, 4.900000000000002, 2.1999999999999993, -0.10000000000000142, -0.1999999999999993, 2.3000000000000007
10354, 0.0, -0.1999999999999993, 1.2000000000000028, -0.1999999999999993, 0.20000000000000284, 4.800000000000001, 2.1999999999999993, -0.10000000000000142, 0.0, 2.3000000000000007
10355, 0.10000000000000142, -0.10000000000000142, 1.3000000000000007, -0.29999999999999716, 0.3000000000000007, 4.800000000000001, 2.099999999999998, -0.10000000000000142, 0.09999999999999787, 2.3999999999999986
10356, 0.10000000000000142, -0.1999999999999993, 1.3000000000000007, -0.29999999999999716, 0.20000000000000284, 4.800000000000001, 2.099999999999998, -0.10000000000000142, 0.1999999999999993, 2.3000000000000007
10357, 0.10000000000000142, -0.10000000000000142, 1.3000000000000007, -0.29999999999999716, 0.3000000000000007, 4.800000000000001, 2.099999999999998, -0.10000000000000142, 0.3999999999999986, 2.3000000000000007
10358, 0.10000000000000142, -0.10000000000000142, 1.3000000000000007, -0.1999999999999993, 0.3000000000000007, 4.800000000000001, 2.099999999999998, -0.10000000000000142, 0.5, 2.3000000000000007
10359, 0.10000000000000142, -0.10000000000000142, 1.3000000000000007, -0.1999999999999993, 0.20000000000000284, 4.800000000000001, 2.099999999999998, 0.0, 0.5, 2.3000000000000007
10360, 0.10000000000000142, -0.10000000000000142, 1.3000000000000007, -0.1999999999999993, 0.3000000000000007, 4.900000000000002, 2.099999999999998, 0.0, 0.5999999999999979, 2.3999999999999986
10361, 0.10000000000000142, -0.10000000000000142, 1.3000000000000007, -0.1999999999999993, 0.20000000000000284, 4.900000000000002, 2.099999999999998, 0.0, 0.6999999999999993, 2.3000000000000007
10362, 0.1999999999999993, 0.0, 1.3000000000000007, -0.1999999999999993, 0.3000000000000007, 5.0, 2.0, 0.09999999999999787, 0.6999999999999993, 2.3999999999999986
10363, 0.10000000000000142, 0.0, 1.3000000000000007, -0.1999999999999993, 0.3000000000000007, 5.0, 2.099999999999998, 0.0, 0.8000000000000007, 2.3999999999999986
10364, 0.1999999999999993, 0.0, 1.3000000000000007, -0.1999999999999993, 0.10000000000000142, 4.900000000000002, 2.099999999999998, 0.09999999999999787, 1.0, 2.3999999999999986
10365, 0.1999999999999993, 0.0, 1.3000000000000007, -0.1999999999999993, 0.20000000000000284, 4.900000000000002, 2.099999999999998, 0.0, 1.0, 2.3000000000000007
10366, 0.1999999999999993, 0.0, 1.2000000000000028, -0.29999999999999716, 0.20000000000000284, 4.900000000000002, 2.0, 0.0, 1.0999999999999979, 2.3000000000000007
10367, 0.3000000000000007, 0.0, 1.3000000000000007, -0.29999999999999716, 0.10000000000000142, 4.900000000000002, 2.099999999999998, 0.09999999999999787, 1.1999999999999993, 2.3999999999999986
10368, 0.1999999999999993, 0.10000000000000142, 1.3000000000000007, -0.09999999999999787, 0.20000000000000284, 4.900000000000002, 2.099999999999998, 0.09999999999999787, 1.3000000000000007, 2.3000000000000007
10369, 0.3000000000000007, 0.0, 1.3000000000000007, -0.1999999999999993, 0.20000000000000284, 4.900000000000002, 2.099999999999998, 0.09999999999999787, 1.3999999999999986, 2.3999999999999986
10370, 0.1999999999999993, 0.10000000000000142, 1.2000000000000028, -0.1999999999999993, 0.10000000000000142, 4.900000000000002, 2.0, 0.0, 1.3999999999999986, 2.3999999999999986
10371, 0.3000000000000007, 0.0, 1.1000000000000014, -0.09999999999999787, 0.0, 4.900000000000002, 2.0, 0.0, 1.5, 2.5
10372, 0.3999999999999986, 0.0, 1.2000000000000028, -0.1999999999999993, 0.10000000000000142, 4.900000000000002, 2.099999999999998, 0.09999999999999787, 1.5999999999999979, 2.3999999999999986
10373, 0.3000000000000007, 0.0, 1.2000000000000028, -0.1999999999999993, 0.0, 4.900000000000002, 2.0, 0.09999999999999787, 1.5999999999999979, 2.3999999999999986
10374, 0.3000000000000007, 0.10000000000000142, 1.1000000000000014, -0.1999999999999993, 0.0, 4.900000000000002, 2.0, 0.09999999999999787, 1.5999999999999979, 2.5
10375, 0.3000000000000007, 0.0, 1.2000000000000028, -0.1999999999999993, 0.0, 5.0, 2.0, 0.09999999999999787, 1.6999999999999993, 2.5
10376, 0.3000000000000007, 0.0, 1.2000000000000028, -0.1999999999999993, 0.0, 5.0, 2.0, 0.0, 1.6999999999999993, 2.5
10377, 0.3000000000000007, 0.0, 1.1000000000000014, -0.09999999999999787, -0.09999999999999787, 5.0, 2.0, 0.0, 1.8999999999999986, 2.5
10378, 0.3999999999999986, 0.10000000000000142, 1.1000000000000014, -0.1999999999999993, -0.09999999999999787, 5.0, 2.0, 0.0, 1.8999999999999986, 2.5
10379, 0.3999999999999986, 0.0, 1.2000000000000028, -0.09999999999999787, -0.09999999999999787, 5.0, 2.0, -0.10000000000000142, 2.0, 2.6999999999999993
10380, 0.3999999999999986, 0.10000000000000142, 1.1000000000000014, -0.1999999999999993, -0.09999999999999787, 5.0, 1.8999999999999986, 0.0, 2.0, 2.599999999999998
10381, 0.5, 0.0, 1.1000000000000014, 0.0, -0.09999999999999787, 5.0, 2.0, -0.10000000000000142, 2.099999999999998, 2.599999999999998
10382, 0.3999999999999986, 0.0, 1.2000000000000028, -0.09999999999999787, -0.09999999999999787, 5.0, 2.0, 0.0, 2.1999999999999993, 2.6999999999999993
10383, 0.3999999999999986, 0.0, 1.1000000000000014, -0.09999999999999787, -0.1999999999999993, 5.0, 1.8999999999999986, -0.1999999999999993, 2.099999999999998, 2.6999999999999993
10384, 0.3999999999999986, 0.0, 1.1000000000000014, 0.0, -0.1999999999999993, 5.0, 1.8999999999999986, -0.1999999999999993, 2.1999999999999993, 2.599999999999998
10385, 0.5, 0.0, 1.1000000000000014, 0.0, -0.1999999999999993, 5.0, 1.8999999999999986, -0.1999999999999993, 2.1999999999999993, 2.6999999999999993
10386, 0.3999999999999986, -0.10000000000000142, 1.1000000000000014, -0.09999999999999787, -0.1999999999999993, 5.0, 2.0, -0.1999999999999993, 2.1999999999999993, 2.6999999999999993
10387, 0.3999999999999986, 0.0, 1.1000000000000014, 0.10000000000000142, -0.1999999999999993, 5.0, 2.0, -0.3000000000000007, 2.3000000000000007, 2.6999999999999993
10388, 0.5, 0.0, 1.1000000000000014, 0.0, -0.29999999999999716, 5.0, 2.0, -0.3000000000000007, 2.3000000000000007, 2.8000000000000007
10389, 0.3999999999999986, 0.0, 1.0, 0.10000000000000142, -0.29999999999999716, 4.900000000000002, 1.8999999999999986, -0.40000000000000213, 2.3999999999999986, 2.8000000000000007
10390, 0.5, -0.10000000000000142, 1.1000000000000014, 0.10000000000000142, -0.29999999999999716, 4.900000000000002, 1.8999999999999986, -0.40000000000000213, 2.3000000000000007, 2.8000000000000007
10391, 0.5, 0.0, 1.1000000000000014, 0.10000000000000142, -0.3999999999999986, 5.0, 2.0, -0.5, 2.3000000000000007, 2.8999999999999986
10392, 0.3999999999999986, -0.10000000000000142, 1.0, 0.10000000000000142, -0.3999999999999986, 5.100000000000001, 2.0, -0.5, 2.3000000000000007, 2.8000000000000007
10393, 0.3999999999999986, -0.10000000000000142, 1.1000000000000014, 0.10000000000000142, -0.3999999999999986, 5.100000000000001, 1.8999999999999986, -0.5, 2.3999999999999986, 2.8000000000000007
10394, 0.3999999999999986, -0.10000000000000142, 1.1000000000000014, 0.20000000000000284, -0.5, 5.100000000000001, 1.8999999999999986, -0.40000000000000213, 2.3999999999999986, 2.8999999999999986
10395, 0.5, -0.10000000000000142, 1.1000000000000014, 0.20000000000000284, -0.5, 5.0, 1.8999999999999986, -0.5, 2.3000000000000007, 2.8999999999999986
10396, 0.3999999999999986, -0.1999999999999993, 1.1000000000000014, 0.20000000000000284, -0.5, 5.0, 1.8999999999999986, -0.5, 2.3000000000000007, 2.8999999999999986
10397, 0.3999999999999986, -0.1999999999999993, 1.1000000000000014, 0.20000000000000284, -0.3999999999999986, 5.100000000000001, 1.8999999999999986, -0.5, 2.1999999999999993, 2.8999999999999986
10398, 0.3999999999999986, -0.10000000000000142, 1.1000000000000014, 0.20000000000000284, -0.3999999999999986, 5.100000000000001, 2.0, -0.5, 2.3000000000000007, 2.8999999999999986
10399, 0.3999999999999986, -0.10000000000000142, 1.1000000000000014, 0.3000000000000007, -0.5, 5.100000000000001, 2.0, -0.5, 2.1999999999999993, 2.8999999999999986
10400, 0.3999999999999986, -0.1999999999999993, 1.1000000000000014, 0.3000000000000007, -0.5, 5.0, 1.8999999999999986, -0.6000000000000014, 2.1999999999999993, 3.0
10401, 0.3999999999999986, -0.10000000000000142, 1.0, 0.3000000000000007, -0.5, 5.0, 1.8999999999999986, -0.5, 2.1999999999999993, 3.0
10402, 0.3000000000000007, -0.10000000000000142, 1.1000000000000014, 0.40000000000000213, -0.3999999999999986, 5.0, 1.8999999999999986, -0.6000000000000014, 2.1999999999999993, 3.0
10403, 0.3000000000000007, -0.1999999999999993, 1.0, 0.40000000000000213, -0.5, 5.0, 1.8999999999999986, -0.6000000000000014, 2.099999999999998, 2.8999999999999986
10404, 0.3999999999999986, -0.1999999999999993, 1.0, 0.40000000000000213, -0.3999999999999986, 5.100000000000001, 1.8000000000000007, -0.6000000000000014, 2.099999999999998, 3.0
10405, 0.3000000000000007, -0.1999999999999993, 1.1000000000000014, 0.40000000000000213, -0.3999999999999986, 5.0, 1.8999999999999986, -0.6999999999999993, 2.0, 3.0
10406, 0.3000000000000007, -0.1999999999999993, 1.1000000000000014, 0.5, -0.3999999999999986, 5.0, 1.8999999999999986, -0.6000000000000014, 1.8999999999999986, 3.0
10407, 0.3000000000000007, -0.10000000000000142, 1.1000000000000014, 0.5, -0.5, 5.0, 1.8999999999999986, -0.6000000000000014, 1.8999999999999986, 3.0
10408, 0.3000000000000007, -0.1999999999999993, 1.1000000000000014, 0.6000000000000014, -0.5, 5.0, 2.0, -0.6000000000000014, 1.8999999999999986, 3.0
10409, 0.3000000000000007, -0.1999999999999993, 1.0, 0.6000000000000014, -0.3999999999999986, 4.900000000000002, 1.8999999999999986, -0.6000000000000014, 1.8000000000000007, 3.0
10410, 0.1999999999999993, -0.10000000000000142, 1.1000000000000014, 0.7000000000000028, -0.3999999999999986, 5.0, 1.8999999999999986, -0.6000000000000014, 1.6999999999999993, 3.0
10411, 0.1999999999999993, -0.1999999999999993, 1.1000000000000014, 0.6000000000000014, -0.5, 5.0, 1.8999999999999986, -0.6000000000000014, 1.5999999999999979, 3.0
10412, 0.1999999999999993, -0.3000000000000007, 1.1000000000000014, 0.6000000000000014, -0.3999999999999986, 5.0, 1.8999999999999986, -0.6000000000000014, 1.5999999999999979, 3.0
10413, 0.1999999999999993, -0.1999999999999993, 1.1000000000000014, 0.8000000000000007, -0.3999999999999986, 5.0, 1.8000000000000007, -0.6000000000000014, 1.5, 3.099999999999998
10414, 0.10000000000000142, -0.3000000000000007, 1.0, 0.7000000000000028, -0.29999999999999716, 4.900000000000002, 1.8000000000000007, -0.6000000000000014, 1.5, 3.099999999999998
10415, 0.10000000000000142, -0.1999999999999993, 1.1000000000000014, 0.8000000000000007, -0.3999999999999986, 4.900000000000002, 1.8999999999999986, -0.5, 1.3999999999999986, 3.099999999999998
10416, 0.1999999999999993, -0.1999999999999993, 1.1000000000000014, 0.8000000000000007, -0.29999999999999716, 5.0, 1.8999999999999986, -0.6000000000000014, 1.3000000000000007, 3.099999999999998
10417, 0.10000000000000142, -0.1999999999999993, 1.1000000000000014, 0.8000000000000007, -0.29999999999999716, 5.0, 2.0, -0.5, 1.3000000000000007, 3.099999999999998
10418, 0.1999999999999993, -0.1999999999999993, 1.1000000000000014, 0.9000000000000021, -0.29999999999999716, 4.900000000000002, 1.8999999999999986, -0.40000000000000213, 1.1999999999999993, 3.099999999999998
10419, 0.10000000000000142, -0.10000000000000142, 1.0, 0.9000000000000021, -0.3999999999999986, 4.900000000000002, 1.8999999999999986, -0.40000000000000213, 1.0999999999999979, 3.099999999999998
10420, 0.10000000000000142, -0.1999999999999993, 1.1000000000000014, 0.9000000000000021, -0.1999999999999993, 4.900000000000002, 1.8999999999999986, -0.3000000000000007, 1.0999999999999979, 3.099999999999998
10421, 0.10000000000000142, -0.1999999999999993, 1.1000000000000014, 0.8000000000000007, -0.1999999999999993, 5.0, 1.8999999999999986, -0.3000000000000007, 1.0999999999999979, 3.099999999999998
10422, 0.1999999999999993, -0.1999999999999993, 1.1000000000000014, 1.0, -0.1999999999999993, 5.0, 1.8000000000000007, -0.1999999999999993, 1.0, 3.099999999999998
10423, 0.10000000000000142, -0.1999999999999993, 1.1000000000000014, 1.0, -0.29999999999999716, 4.900000000000002, 1.8000000000000007, -0.1999999999999993, 0.8999999999999986, 3.099999999999998
10424, 0.10000000000000142, -0.1999999999999993, 1.0, 1.0, -0.09999999999999787, 4.900000000000002, 1.8999999999999986, -0.1999999999999993, 0.8999999999999986, 3.1999999999999993
10425, 0.10000000000000142, -0.10000000000000142, 1.1000000000000014, 1.0, -0.09999999999999787, 4.900000000000002, 1.8999999999999986, -0.10000000000000142, 0.8000000000000007, 3.099999999999998
10426, 0.10000000000000142, -0.1999999999999993, 1.0, 0.9000000000000021, -0.09999999999999787, 5.0, 1.8999999999999986, -0.10000000000000142, 0.6999999999999993, 3.099999999999998
10427, 0.10000000000000142, -0.1999999999999993, 1.1000000000000014, 1.0, -0.1999999999999993, 4.900000000000002, 1.8999999999999986, -0.10000000000000142, 0.5999999999999979, 3.1999999999999993
10428, 0.10000000000000142, -0.10000000000000142, 1.1000000000000014, 1.0, -0.09999999999999787, 4.800000000000001, 1.8999999999999986, -0.10000000000000142, 0.5999999999999979, 3.1999999999999993
10429, 0.10000000000000142, -0.10000000000000142, 1.0, 1.0, -0.09999999999999787, 4.800000000000001, 1.8999999999999986, 0.0, 0.5999999999999979, 3.099999999999998
10430, 0.10000000000000142, -0.10000000000000142, 1.1000000000000014, 1.0, -0.09999999999999787, 4.800000000000001, 1.8999999999999986, 0.09999999999999787, 0.3999999999999986, 3.099999999999998
10431, 0.0, -0.1999999999999993, 1.1000000000000014, 1.0, -0.09999999999999787, 4.900000000000002, 1.8999999999999986, 0.09999999999999787, 0.3999999999999986, 3.1999999999999993
10432, 0.10000000000000142, -0.10000000000000142, 1.0, 1.0, 0.10000000000000142, 4.900000000000002, 1.8999999999999986, 0.09999999999999787, 0.1999999999999993, 3.1999999999999993
10433, 0.10000000000000142, -0.10000000000000142, 1.0, 1.1000000000000014, 0.10000000000000142, 4.900000000000002, 1.8999999999999986, 0.1999999999999993, 0.3000000000000007, 3.099999999999998
10434, 0.10000000000000142, 0.0, 1.0, 1.0, 0.10000000000000142, 4.700000000000003, 1.8999999999999986, 0.1999999999999993, 0.1999999999999993, 3.1999999999999993
10435, 0.10000000000000142, -0.1999999999999993, 1.0, 1.1000000000000014, 0.10000000000000142, 4.700000000000003, 1.8999999999999986, 0.1999999999999993, 0.1999999999999993, 3.3000000000000007
10436, 0.0, -0.10000000000000142, 1.0, 1.1000000000000014, 0.0, 4.700000000000003, 1.8000000000000007, 0.1999999999999993, 0.1999999999999993, 3.3000000000000007
10437, 0.10000000000000142, -0.10000000000000142, 1.0, 1.1000000000000014, 0.10000000000000142, 4.800000000000001, 1.8000000000000007, 0.3999999999999986, 0.09999999999999787, 3.1999999999999993
10438, 0.10000000000000142, 0.0, 1.0, 1.2000000000000028, 0.10000000000000142, 4.800000000000001, 1.8000000000000007, 0.3000000000000007, 0.09999999999999787, 3.1999999999999993
10439, 0.10000000000000142, 0.0, 1.0, 1.1000000000000014, 0.0, 4.700000000000003, 1.8999999999999986, 0.3999999999999986, 0.09999999999999787, 3.3000000000000007
10440, 0.10000000000000142, -0.10000000000000142, 1.0, 1.1000000000000014, 0.0, 4.700000000000003, 1.8999999999999986, 0.3999999999999986, 0.0, 3.3000000000000007
10441, 0.10000000000000142, 0.0, 1.0, 1.1000000000000014, 0.10000000000000142, 4.700000000000003, 1.8999999999999986, 0.3000000000000007, 0.0, 3.1999999999999993
10442, 0.0, -0.10000000000000142, 0.9000000000000021, 1.1000000000000014, 0.10000000000000142, 4.700000000000003, 1.8999999999999986, 0.5, 0.0, 3.3000000000000007
10443, 0.10000000000000142, 0.0, 0.9000000000000021, 1.2000000000000028, 0.10000000000000142, 4.5, 1.8999999999999986, 0.3999999999999986, 0.0, 3.3999999999999986
10444, 0.10000000000000142, 0.0, 1.0, 1.1000000000000014, 0.0, 4.600000000000001, 1.8999999999999986, 0.5, 0.09999999999999787, 3.3000000000000007
10445, 0.10000000000000142, -0.10000000000000142, 1.0, 1.1000000000000014, 0.10000000000000142, 4.600000000000001, 1.8999999999999986, 0.3999999999999986, 0.0, 3.3000000000000007
10446, 0.10000000000000142, 0.0, 1.0, 1.1000000000000014, 0.10000000000000142, 4.600000000000001, 1.8999999999999986, 0.5, 0.0, 3.3000000000000007
10447, 0.10000000000000142, -0.10000000000000142, 0.9000000000000021, 1.2000000000000028, 0.10000000000000142, 4.5, 2.0, 0.5, 0.09999999999999787, 3.3999999999999986
10448, 0.10000000000000142, -0.10000000000000142, 0.9000000000000021, 1.1000000000000014, 0.10000000000000142, 4.5, 1.8999999999999986, 0.5, 0.0, 3.3000000000000007
10449, 0.10000000000000142, -0.10000000000000142, 1.0, 1.1000000000000014, 0.10000000000000142, 4.5, 1.8999999999999986, 0.3999999999999986, 0.0, 3.3000000000000007
10450, 0.10000000000000142, -0.10000000000000142, 1.0, 1.0, 0.10000000000000142, 4.5, 1.8999999999999986, 0.5999999999999979, 0.09999999999999787, 3.3000000000000007
10451, 0.10000000000000142, -0.10000000000000142, 1.0, 1.1000000000000014, 0.10000000000000142, 4.5, 1.8999999999999986, 0.5, 0.0, 3.3000000000000007
10452, 0.10000000000000142, 0.0, 1.0, 1.1000000000000014, 0.10000000000000142, 4.5, 1.8999999999999986, 0.3999999999999986, 0.09999999999999787, 3.3999999999999986
10453, 0.10000000000000142, -0.10000000000000142, 1.0, 1.0, 0.10000000000000142, 4.5, 1.8999999999999986, 0.3999999999999986, 0.0, 3.3999999999999986
10454, 0.1999999999999993, -0.10000000000000142, 1.0, 1.1000000000000014, 0.10000000000000142, 4.400000000000002, 2.0, 0.5, 0.09999999999999787, 3.3000000000000007
10455, 0.10000000000000142, -0.10000000000000142, 1.0, 1.0, 0.0, 4.400000000000002, 2.0, 0.5, 0.1999999999999993, 3.3000000000000007
10456, 0.10000000000000142, -0.10000000000000142, 1.0, 1.0, 0.10000000000000142, 4.300000000000001, 2.0, 0.3999999999999986, 0.09999999999999787, 3.3000000000000007
10457, 0.0, 0.0, 1.1000000000000014, 1.1000000000000014, 0.10000000000000142, 4.300000000000001, 2.0, 0.3999999999999986, 0.1999999999999993, 3.3999999999999986
10458, 0.0, -0.10000000000000142, 1.1000000000000014, 1.0, 0.0, 4.400000000000002, 2.0, 0.3999999999999986, 0.09999999999999787, 3.3000000000000007
10459, 0.10000000000000142, -0.10000000000000142, 1.1000000000000014, 1.0, 0.10000000000000142, 4.300000000000001, 1.8999999999999986, 0.3000000000000007, 0.09999999999999787, 3.3000000000000007
10460, 0.10000000000000142, -0.10000000000000142, 1.1000000000000014, 1.0, 0.0, 4.300000000000001, 1.8999999999999986, 0.3000000000000007, 0.09999999999999787, 3.3999999999999986
10461, 0.10000000000000142, -0.10000000000000142, 1.1000000000000014, 1.0, 0.0, 4.300000000000001, 2.0, 0.3000000000000007, 0.09999999999999787, 3.3000000000000007
10462, 0.10000000000000142, -0.1999999999999993, 1.1000000000000014, 1.0, -0.09999999999999787, 4.300000000000001, 2.0, 0.3000000000000007, 0.09999999999999787, 3.3999999999999986
10463, 0.10000000000000142, 0.0, 1.1000000000000014, 1.0, 0.0, 4.200000000000003, 2.0, 0.3000000000000007, 0.1999999999999993, 3.3999999999999986
10464, 0.10000000000000142, -0.10000000000000142, 1.2000000000000028, 1.0, -0.09999999999999787, 4.200000000000003, 2.0, 0.1999999999999993, 0.09999999999999787, 3.3999999999999986
10465, 0.10000000000000142, 0.0, 1.1000000000000014, 1.0, -0.09999999999999787, 4.200000000000003, 2.0, 0.3000000000000007, 0.09999999999999787, 3.3000000000000007
10466, 0.0, -0.10000000000000142, 1.1000000000000014, 1.0, -0.09999999999999787, 4.200000000000003, 2.0, 0.1999999999999993, 0.1999999999999993, 3.3000000000000007
10467, 0.10000000000000142, -0.10000000000000142, 1.2000000000000028, 1.0, -0.1999999999999993, 4.200000000000003, 2.0, 0.09999999999999787, 0.1999999999999993, 3.3000000000000007
10468, 0.10000000000000142, -0.10000000000000142, 1.1000000000000014, 1.0, -0.1999999999999993, 4.200000000000003, 2.0, 0.09999999999999787, 0.1999999999999993, 3.3000000000000007
10469, 0.0, 0.0, 1.1000000000000014, 1.0, -0.29999999999999716, 4.200000000000003, 2.0, 0.09999999999999787, 0.1999999999999993, 3.3000000000000007
10470, 0.10000000000000142, -0.10000000000000142, 1.2000000000000028, 0.9000000000000021, -0.1999999999999993, 4.200000000000003, 2.0, 0.09999999999999787, 0.1999999999999993, 3.3999999999999986
10471, 0.10000000000000142, 0.0, 1.2000000000000028, 0.9000000000000021, -0.29999999999999716, 4.200000000000003, 2.0, 0.09999999999999787, 0.3000000000000007, 3.3999999999999986
10472, 0.10000000000000142, -0.10000000000000142, 1.2000000000000028, 0.9000000000000021, -0.29999999999999716, 4.200000000000003, 2.0, 0.09999999999999787, 0.3000000000000007, 3.3999999999999986
10473, 0.1999999999999993, -0.1999999999999993, 1.2000000000000028, 1.0, -0.29999999999999716, 4.100000000000001, 2.0, 0.09999999999999787, 0.3000000000000007, 3.3999999999999986
10474, 0.10000000000000142, 0.0, 1.2000000000000028, 0.9000000000000021, -0.3999999999999986, 4.100000000000001, 2.0, 0.0, 0.3000000000000007, 3.3000000000000007
10475, 0.10000000000000142, -0.10000000000000142, 1.2000000000000028, 0.9000000000000021, -0.3999999999999986, 4.100000000000001, 2.0, 0.0, 0.3999999999999986, 3.3000000000000007
10476, 0.1999999999999993, -0.10000000000000142, 1.2000000000000028, 0.9000000000000021, -0.3999999999999986, 4.100000000000001, 2.1999999999999993, -0.10000000000000142, 0.3999999999999986, 3.3000000000000007
10477, 0.1999999999999993, 0.0, 1.2000000000000028, 0.8000000000000007, -0.3999999999999986, 4.100000000000001, 2.1999999999999993, -0.10000000000000142, 0.3999999999999986, 3.3000000000000007
10478, 0.10000000000000142, 0.0, 1.2000000000000028, 0.8000000000000007, -0.3999999999999986, 4.100000000000001, 2.1999999999999993, -0.10000000000000142, 0.3999999999999986, 3.3999999999999986
10479, 0.1999999999999993, -0.10000000000000142, 1.2000000000000028, 0.9000000000000021, -0.5, 4.100000000000001, 2.1999999999999993, -0.1999999999999993, 0.3999999999999986, 3.3999999999999986
10480, 0.1999999999999993, -0.10000000000000142, 1.3000000000000007, 0.9000000000000021, -0.3999999999999986, 4.100000000000001, 2.1999999999999993, -0.10000000000000142, 0.3999999999999986, 3.3999999999999986
10481, 0.1999999999999993, 0.0, 1.2000000000000028, 0.9000000000000021, -0.5, 4.100000000000001, 2.099999999999998, -0.1999999999999993, 0.5, 3.3999999999999986
10482, 0.10000000000000142, -0.10000000000000142, 1.2000000000000028, 0.9000000000000021, -0.3999999999999986, 4.0, 2.099999999999998, -0.10000000000000142, 0.5999999999999979, 3.3999999999999986
10483, 0.1999999999999993, 0.0, 1.2000000000000028, 0.9000000000000021, -0.5, 4.0, 2.099999999999998, -0.3000000000000007, 0.5999999999999979, 3.3999999999999986
