,Left_Z[N],Right_Z[N]
1, 8.0, -24.8
2, 8.0, -24.9
3, 8.0, -24.9
4, 8.0, -24.9
5, 8.0, -24.9
6, 8.0, -24.8
7, 8.0, -24.8
8, 8.0, -24.8
9, 8.0, -24.8
10, 8.0, -24.8
11, 8.0, -24.8
12, 8.0, -24.8
13, 8.0, -24.8
14, 8.0, -24.8
15, 8.0, -24.8
16, 8.0, -24.8
17, 8.0, -24.8
18, 8.0, -24.8
19, 8.0, -24.8
20, 7.9, -24.8
21, 7.9, -24.8
22, 7.9, -24.8
23, 7.9, -24.8
24, 7.9, -24.8
25, 7.9, -24.8
26, 7.9, -24.8
27, 7.9, -24.8
28, 7.9, -24.8
29, 7.9, -24.8
30, 7.9, -24.8
31, 7.9, -24.8
32, 7.9, -24.8
33, 7.9, -24.8
34, 7.9, -24.8
35, 7.9, -24.8
36, 7.9, -24.8
37, 7.9, -24.8
38, 7.9, -24.8
39, 7.9, -24.8
40, 7.9, -24.8
41, 7.9, -24.8
42, 7.9, -24.8
43, 7.9, -24.8
44, 7.9, -24.8
45, 7.9, -24.8
46, 7.9, -24.8
47, 7.9, -24.8
48, 7.9, -24.8
49, 7.9, -24.8
50, 7.9, -24.8
51, 7.9, -24.8
52, 7.9, -24.8
53, 7.9, -24.8
54, 7.9, -24.8
55, 7.9, -24.8
56, 7.9, -24.8
57, 7.9, -24.8
58, 7.9, -24.8
59, 7.9, -24.8
60, 7.9, -24.8
61, 7.9, -24.8
62, 7.9, -24.8
63, 8.0, -24.8
64, 8.0, -24.8
65, 8.0, -24.8
66, 8.0, -24.8
67, 8.0, -24.8
68, 8.0, -24.8
69, 8.0, -24.8
70, 8.0, -24.7
71, 8.0, -24.7
72, 8.0, -24.7
73, 8.0, -24.7
74, 8.0, -24.7
75, 8.0, -24.7
76, 8.0, -24.7
77, 8.0, -24.7
78, 8.0, -24.7
79, 8.0, -24.7
80, 8.0, -24.7
81, 8.0, -24.7
82, 8.0, -24.7
83, 8.0, -24.7
84, 8.0, -24.7
85, 8.0, -24.7
86, 8.0, -24.7
87, 8.0, -24.7
88, 8.0, -24.7
89, 8.0, -24.7
90, 8.0, -24.7
91, 8.0, -24.7
92, 8.0, -24.7
93, 8.0, -24.7
94, 8.0, -24.7
95, 8.0, -24.7
96, 8.0, -24.7
97, 8.0, -24.7
98, 8.0, -24.7
99, 8.0, -24.7
100, 8.0, -24.7
101, 8.0, -24.7
102, 8.0, -24.7
103, 8.0, -24.7
104, 8.0, -24.7
105, 7.9, -24.7
106, 7.9, -24.6
107, 7.9, -24.6
108, 7.9, -24.6
109, 7.9, -24.6
110, 7.9, -24.6
111, 7.9, -24.6
112, 7.9, -24.6
113, 7.9, -24.6
114, 7.9, -24.6
115, 7.9, -24.6
116, 7.9, -24.6
117, 7.9, -24.6
118, 7.9, -24.6
119, 7.9, -24.7
120, 7.9, -24.7
121, 7.9, -24.7
122, 7.9, -24.7
123, 7.9, -24.7
124, 7.9, -24.7
125, 7.9, -24.7
126, 7.9, -24.7
127, 7.9, -24.7
128, 7.9, -24.7
129, 7.9, -24.7
130, 7.9, -24.7
131, 7.9, -24.7
132, 7.9, -24.7
133, 7.9, -24.7
134, 7.9, -24.7
135, 7.9, -24.7
136, 7.9, -24.7
137, 7.9, -24.7
138, 7.9, -24.7
139, 7.9, -24.7
140, 7.9, -24.8
141, 7.9, -24.8
142, 7.9, -24.8
143, 7.9, -24.8
144, 7.9, -24.8
145, 7.9, -24.8
146, 7.9, -24.8
147, 7.9, -24.8
148, 7.9, -24.8
149, 7.9, -24.8
150, 7.9, -24.8
151, 7.9, -24.8
152, 7.9, -24.8
153, 8.0, -24.8
154, 8.0, -24.8
155, 8.0, -24.8
156, 8.0, -24.8
157, 8.0, -24.8
158, 8.0, -24.8
159, 8.0, -24.8
160, 8.0, -24.8
161, 8.0, -24.8
162, 8.0, -24.8
163, 8.0, -24.8
164, 8.0, -24.8
165, 8.0, -24.8
166, 8.0, -24.8
167, 8.0, -24.8
168, 8.0, -24.8
169, 8.0, -24.8
170, 8.0, -24.8
171, 8.0, -24.8
172, 8.0, -24.8
173, 8.0, -24.8
174, 8.0, -24.8
175, 8.0, -24.8
176, 8.0, -24.8
177, 7.8, -24.8
178, 7.8, -24.8
179, 7.8, -24.8
180, 7.8, -24.8
181, 7.8, -24.8
182, 7.8, -24.8
183, 7.8, -24.8
184, 7.8, -24.8
185, 7.8, -24.8
186, 7.8, -24.8
187, 7.8, -24.8
188, 7.8, -24.7
189, 7.8, -24.7
190, 7.9, -24.7
191, 7.9, -24.8
192, 7.9, -24.8
193, 7.9, -24.8
194, 7.9, -24.8
195, 7.9, -24.8
196, 7.9, -24.8
197, 7.9, -24.8
198, 7.9, -24.8
199, 7.9, -24.8
200, 7.9, -24.8
201, 7.9, -24.8
202, 7.9, -24.8
203, 7.9, -24.8
204, 7.9, -24.8
205, 7.9, -24.8
206, 7.9, -24.8
207, 7.9, -24.8
208, 7.9, -24.8
209, 7.9, -24.8
210, 7.9, -24.8
211, 7.9, -24.8
212, 7.9, -24.8
213, 7.9, -24.8
214, 7.9, -24.8
215, 8.0, -24.8
216, 8.0, -24.8
217, 8.0, -24.8
218, 8.0, -24.8
219, 8.0, -24.8
220, 8.0, -24.8
221, 8.0, -24.8
222, 8.0, -24.8
223, 8.0, -24.8
224, 8.0, -24.8
225, 8.0, -24.8
226, 8.0, -24.8
227, 8.0, -24.8
228, 8.0, -24.8
229, 8.0, -24.8
230, 8.0, -24.8
231, 8.0, -24.8
232, 8.0, -24.8
233, 8.0, -24.8
234, 8.0, -24.8
235, 8.0, -24.8
236, 8.0, -24.8
237, 8.0, -24.8
238, 8.0, -24.8
239, 8.0, -24.8
240, 8.0, -24.8
241, 8.0, -24.8
242, 8.0, -24.8
243, 8.0, -24.8
244, 8.0, -24.8
245, 8.0, -24.8
246, 8.0, -24.8
247, 8.0, -24.8
248, 8.0, -24.8
249, 8.0, -24.8
250, 8.0, -24.8
251, 8.0, -24.8
252, 7.9, -24.8
253, 7.9, -24.8
254, 7.9, -24.8
255, 7.9, -24.8
256, 7.9, -24.8
257, 7.9, -24.8
258, 7.9, -24.8
259, 7.9, -24.8
260, 7.9, -24.8
261, 7.8, -24.8
262, 7.8, -24.8
263, 7.8, -24.8
264, 7.8, -24.8
265, 7.8, -24.7
266, 7.8, -24.7
267, 7.8, -24.7
268, 7.8, -24.8
269, 7.8, -24.8
270, 7.8, -24.8
271, 7.8, -24.8
272, 7.8, -24.8
273, 7.8, -24.8
274, 7.8, -24.8
275, 7.8, -24.8
276, 7.8, -24.8
277, 7.8, -24.8
278, 7.8, -24.8
279, 7.8, -24.8
280, 7.8, -24.8
281, 7.8, -24.8
282, 7.8, -24.8
283, 7.8, -24.8
284, 7.8, -24.8
285, 7.8, -24.8
286, 7.8, -24.8
287, 7.9, -24.8
288, 7.9, -24.8
289, 7.9, -24.8
290, 7.9, -24.8
291, 7.9, -24.8
292, 7.9, -24.7
293, 7.8, -24.7
294, 7.8, -24.7
295, 7.8, -24.7
296, 7.8, -24.7
297, 7.8, -24.7
298, 7.8, -24.7
299, 7.8, -24.7
300, 7.8, -24.6
301, 7.8, -24.6
302, 7.8, -24.6
303, 7.8, -24.7
304, 7.8, -24.7
305, 7.8, -24.7
306, 7.8, -24.7
307, 7.8, -24.7
308, 7.8, -24.7
309, 7.8, -24.7
310, 7.8, -24.7
311, 7.8, -24.7
312, 7.9, -24.7
313, 7.9, -24.7
314, 7.9, -24.7
315, 7.9, -24.7
316, 7.9, -24.7
317, 7.9, -24.7
318, 7.9, -24.7
319, 7.9, -24.7
320, 7.9, -24.7
321, 7.9, -24.7
322, 7.9, -24.7
323, 7.9, -24.7
324, 7.9, -24.7
325, 7.8, -24.7
326, 7.8, -24.7
327, 7.8, -24.6
328, 7.8, -24.6
329, 7.8, -24.6
330, 7.8, -24.6
331, 7.8, -24.6
332, 7.8, -24.6
333, 7.9, -24.6
334, 7.9, -24.6
335, 7.9, -24.6
336, 7.9, -24.6
337, 7.9, -24.6
338, 7.9, -24.7
339, 7.9, -24.7
340, 7.9, -24.7
341, 7.9, -24.7
342, 7.9, -24.7
343, 7.9, -24.7
344, 7.9, -24.7
345, 7.9, -24.7
346, 7.9, -24.7
347, 7.9, -24.7
348, 7.9, -24.7
349, 7.9, -24.7
350, 7.9, -24.7
351, 7.9, -24.7
352, 7.9, -24.7
353, 7.9, -24.7
354, 7.9, -24.7
355, 7.9, -24.7
356, 7.9, -24.7
357, 7.9, -24.7
358, 7.9, -24.7
359, 7.9, -24.7
360, 7.9, -24.7
361, 7.9, -24.7
362, 7.9, -24.7
363, 7.9, -24.7
364, 7.9, -24.7
365, 7.9, -24.7
366, 7.9, -24.7
367, 7.9, -24.7
368, 7.9, -24.7
369, 7.9, -24.7
370, 7.9, -24.6
371, 7.9, -24.6
372, 7.9, -24.6
373, 7.9, -24.7
374, 7.9, -24.7
375, 7.9, -24.7
376, 7.9, -24.7
377, 7.9, -24.7
378, 7.9, -24.7
379, 7.9, -24.7
380, 7.9, -24.7
381, 7.9, -24.7
382, 7.9, -24.7
383, 7.9, -24.7
384, 7.9, -24.7
385, 7.9, -24.7
386, 7.9, -24.7
387, 7.9, -24.7
388, 7.9, -24.8
389, 8.0, -24.8
390, 8.0, -24.8
391, 8.0, -24.8
392, 8.0, -24.8
393, 8.0, -24.8
394, 8.0, -24.8
395, 8.0, -24.8
396, 8.0, -24.8
397, 8.0, -24.7
398, 8.0, -24.7
399, 8.0, -24.6
400, 8.0, -24.6
401, 8.0, -24.6
402, 8.0, -24.6
403, 8.0, -24.6
404, 8.0, -24.6
405, 8.0, -24.6
406, 8.0, -24.6
407, 8.0, -24.6
408, 8.0, -24.6
409, 8.0, -24.6
410, 8.0, -24.6
411, 8.0, -24.6
412, 8.0, -24.7
413, 8.0, -24.7
414, 8.0, -24.7
415, 8.0, -24.7
416, 8.0, -24.7
417, 8.0, -24.7
418, 8.0, -24.7
419, 8.0, -24.7
420, 8.0, -24.7
421, 8.0, -24.7
422, 8.0, -24.7
423, 8.0, -24.7
424, 8.0, -24.7
425, 8.0, -24.7
426, 8.0, -24.7
427, 8.0, -24.7
428, 8.0, -24.7
429, 8.0, -24.7
430, 8.0, -24.7
431, 8.0, -24.7
432, 8.0, -24.7
433, 8.0, -24.7
434, 8.0, -24.8
435, 8.0, -24.8
436, 8.0, -24.8
437, 8.0, -24.8
438, 8.0, -24.8
439, 8.0, -24.8
440, 7.9, -24.8
441, 7.9, -24.8
442, 7.9, -24.8
443, 7.9, -24.8
444, 7.9, -24.8
445, 7.9, -24.8
446, 7.9, -24.8
447, 7.9, -24.8
448, 7.9, -24.8
449, 7.9, -24.8
450, 7.9, -24.8
451, 7.9, -24.8
452, 7.9, -24.8
453, 7.9, -24.8
454, 7.9, -24.8
455, 7.9, -24.8
456, 7.9, -24.8
457, 7.9, -24.8
458, 7.9, -24.8
459, 7.9, -24.8
460, 7.9, -24.8
461, 7.9, -24.8
462, 7.8, -24.8
463, 7.8, -24.8
464, 7.8, -24.8
465, 7.8, -24.8
466, 7.8, -24.8
467, 7.8, -24.8
468, 7.8, -24.8
469, 7.8, -24.8
470, 7.8, -24.8
471, 7.8, -24.8
472, 7.8, -24.8
473, 7.8, -24.8
474, 7.8, -24.8
475, 7.8, -24.8
476, 7.8, -24.8
477, 7.8, -24.8
478, 7.8, -24.8
479, 7.8, -24.8
480, 7.8, -24.8
481, 7.8, -24.8
482, 7.8, -24.8
