,Left_Z[N],Right_Z[N]
1, 10.5, -23.6
2, 10.5, -23.6
3, 10.5, -23.6
4, 10.5, -23.6
5, 10.5, -23.6
6, 10.5, -23.5
7, 10.5, -23.5
8, 10.6, -23.5
9, 10.6, -23.5
10, 10.6, -23.5
11, 10.6, -23.5
12, 10.6, -23.5
13, 10.6, -23.5
14, 10.6, -23.5
15, 10.6, -23.5
16, 10.6, -23.5
17, 10.6, -23.5
18, 10.6, -23.5
19, 10.6, -23.5
20, 10.7, -23.6
21, 10.7, -23.6
22, 10.7, -23.6
23, 10.7, -23.6
24, 10.7, -23.6
25, 10.7, -23.6
26, 10.7, -23.5
27, 10.7, -23.5
28, 10.7, -23.5
29, 10.7, -23.5
30, 10.7, -23.5
31, 10.7, -23.5
32, 10.7, -23.5
33, 10.6, -23.5
34, 10.6, -23.5
35, 10.6, -23.5
36, 10.6, -23.6
37, 10.6, -23.6
38, 10.6, -23.6
39, 10.6, -23.6
40, 10.6, -23.6
41, 10.5, -23.6
42, 10.5, -23.6
43, 10.5, -23.6
44, 10.5, -23.6
45, 10.5, -23.6
46, 10.5, -23.6
47, 10.5, -23.6
48, 10.5, -23.6
49, 10.5, -23.6
50, 10.5, -23.6
51, 10.5, -23.6
52, 10.5, -23.7
53, 10.5, -23.7
54, 10.5, -23.7
55, 10.5, -23.7
56, 10.5, -23.7
57, 10.5, -23.7
58, 10.5, -23.7
59, 10.5, -23.7
60, 10.5, -23.7
61, 10.5, -23.7
62, 10.5, -23.7
63, 10.5, -23.7
64, 10.5, -23.7
65, 10.5, -23.7
66, 10.5, -23.7
67, 10.5, -23.7
68, 10.5, -23.7
69, 10.5, -23.7
70, 10.5, -23.7
71, 10.5, -23.7
72, 10.5, -23.6
73, 10.5, -23.6
74, 10.5, -23.6
75, 10.5, -23.6
76, 10.5, -23.6
77, 10.5, -23.6
78, 10.6, -23.6
79, 10.6, -23.6
80, 10.6, -23.6
81, 10.6, -23.6
82, 10.6, -23.6
83, 10.6, -23.6
84, 10.6, -23.6
85, 10.6, -23.6
86, 10.6, -23.6
87, 10.6, -23.6
88, 10.6, -23.6
89, 10.6, -23.6
90, 10.6, -23.6
91, 10.6, -23.6
92, 10.6, -23.6
93, 10.6, -23.6
94, 10.6, -23.6
95, 10.6, -23.6
96, 10.6, -23.6
97, 10.6, -23.6
98, 10.6, -23.6
99, 10.6, -23.6
100, 10.6, -23.6
101, 10.6, -23.6
102, 10.6, -23.6
103, 10.6, -23.6
104, 10.5, -23.6
105, 10.5, -23.5
106, 10.5, -23.5
107, 10.5, -23.5
108, 10.5, -23.5
109, 10.5, -23.5
110, 10.5, -23.5
111, 10.5, -23.5
112, 10.5, -23.6
113, 10.5, -23.6
114, 10.5, -23.6
115, 10.5, -23.6
116, 10.5, -23.6
117, 10.5, -23.6
118, 10.5, -23.6
119, 10.5, -23.6
120, 10.5, -23.6
121, 10.5, -23.6
122, 10.5, -23.5
123, 10.5, -23.5
124, 10.5, -23.5
125, 10.5, -23.5
126, 10.5, -23.5
127, 10.5, -23.5
128, 10.5, -23.5
129, 10.5, -23.5
130, 10.5, -23.5
131, 10.5, -23.5
132, 10.5, -23.5
133, 10.5, -23.5
134, 10.5, -23.5
135, 10.5, -23.5
136, 10.5, -23.5
137, 10.5, -23.5
138, 10.5, -23.5
139, 10.5, -23.5
140, 10.5, -23.5
141, 10.5, -23.5
142, 10.5, -23.5
143, 10.6, -23.5
144, 10.7, -23.5
145, 10.7, -23.6
146, 10.7, -23.5
147, 10.7, -23.5
148, 10.7, -23.5
149, 10.7, -23.5
150, 10.7, -23.5
151, 10.7, -23.5
152, 10.7, -23.5
153, 10.7, -23.5
154, 10.7, -23.5
155, 10.6, -23.5
156, 10.6, -23.5
157, 10.5, -23.5
158, 10.5, -23.5
159, 10.5, -23.5
160, 10.5, -23.5
161, 10.5, -23.6
162, 10.5, -23.6
163, 10.5, -23.6
164, 10.5, -23.6
165, 10.5, -23.6
166, 10.5, -23.6
167, 10.5, -23.6
168, 10.5, -23.6
169, 10.5, -23.6
170, 10.5, -23.5
171, 10.5, -23.5
172, 10.5, -23.5
173, 10.5, -23.5
174, 10.5, -23.5
175, 10.5, -23.5
176, 10.5, -23.5
177, 10.6, -23.5
178, 10.6, -23.5
179, 10.6, -23.5
180, 10.6, -23.5
181, 10.6, -23.5
182, 10.6, -23.5
183, 10.6, -23.5
184, 10.6, -23.5
185, 10.6, -23.5
186, 10.6, -23.6
187, 10.6, -23.6
188, 10.6, -23.6
189, 10.6, -23.6
190, 10.6, -23.6
191, 10.6, -23.6
192, 10.6, -23.6
193, 10.6, -23.6
194, 10.6, -23.6
195, 10.6, -23.6
196, 10.6, -23.6
197, 10.6, -23.6
198, 10.6, -23.6
199, 10.6, -23.6
200, 10.6, -23.6
201, 10.6, -23.6
202, 10.6, -23.6
203, 10.6, -23.6
204, 10.6, -23.6
205, 10.6, -23.6
206, 10.6, -23.6
207, 10.6, -23.6
208, 10.6, -23.6
209, 10.6, -23.6
210, 10.6, -23.6
211, 10.6, -23.6
212, 10.6, -23.6
213, 10.6, -23.6
214, 10.6, -23.6
215, 10.6, -23.6
216, 10.5, -23.6
217, 10.5, -23.6
218, 10.5, -23.6
219, 10.5, -23.6
220, 10.5, -23.6
221, 10.5, -23.6
222, 10.5, -23.6
223, 10.5, -23.6
224, 10.5, -23.6
225, 10.5, -23.6
226, 10.5, -23.6
227, 10.5, -23.6
228, 10.5, -23.6
229, 10.5, -23.6
230, 10.5, -23.6
231, 10.6, -23.6
232, 10.6, -23.6
233, 10.6, -23.6
234, 10.6, -23.6
235, 10.6, -23.6
236, 10.6, -23.6
237, 10.6, -23.6
238, 10.6, -23.6
239, 10.6, -23.6
240, 10.6, -23.6
241, 10.6, -23.6
242, 10.6, -23.6
243, 10.6, -23.6
244, 10.6, -23.6
245, 10.6, -23.6
246, 10.6, -23.6
247, 10.6, -23.6
248, 10.6, -23.6
249, 10.6, -23.6
250, 10.6, -23.6
251, 10.6, -23.6
252, 10.6, -23.6
253, 10.6, -23.6
254, 10.6, -23.6
255, 10.6, -23.6
256, 10.6, -23.7
257, 10.6, -23.6
258, 10.6, -23.6
259, 10.6, -23.6
260, 10.6, -23.7
261, 10.6, -23.7
262, 10.6, -23.7
263, 10.6, -23.7
264, 10.6, -23.7
265, 10.6, -23.7
266, 10.6, -23.7
267, 10.6, -23.7
268, 10.6, -23.7
269, 10.6, -23.7
270, 10.6, -23.7
271, 10.6, -23.7
272, 10.6, -23.7
273, 10.6, -23.7
274, 10.6, -23.7
275, 10.6, -23.7
276, 10.6, -23.7
277, 10.6, -23.7
278, 10.6, -23.7
279, 10.6, -23.7
280, 10.6, -23.7
281, 10.6, -23.7
282, 10.6, -23.7
283, 10.6, -23.7
284, 10.6, -23.7
285, 10.7, -23.7
286, 10.7, -23.7
287, 10.7, -23.7
288, 10.7, -23.7
289, 10.7, -23.7
290, 10.7, -23.7
291, 10.7, -23.7
292, 10.7, -23.7
