,Left_Z[N],Right_Z[N]
1, 11.0, -23.5
2, 11.0, -23.5
3, 11.0, -23.5
4, 11.0, -23.5
5, 10.9, -23.5
6, 10.9, -23.5
7, 10.9, -23.5
8, 10.9, -23.5
9, 10.9, -23.5
10, 10.9, -23.5
11, 10.9, -23.5
12, 10.9, -23.5
13, 10.9, -23.5
14, 10.9, -23.5
15, 10.9, -23.5
16, 10.9, -23.5
17, 10.9, -23.5
18, 10.9, -23.5
19, 10.9, -23.5
20, 10.9, -23.5
21, 10.9, -23.5
22, 10.9, -23.5
23, 10.9, -23.5
24, 10.9, -23.5
25, 10.9, -23.5
26, 10.9, -23.5
27, 10.9, -23.5
28, 10.9, -23.5
29, 10.9, -23.5
30, 10.9, -23.5
31, 10.9, -23.5
32, 11.0, -23.5
33, 11.0, -23.5
34, 11.0, -23.5
35, 11.0, -23.5
36, 11.0, -23.5
37, 11.0, -23.5
38, 11.0, -23.5
39, 11.0, -23.5
40, 11.0, -23.5
41, 11.0, -23.5
42, 11.0, -23.5
43, 11.0, -23.4
44, 11.0, -23.4
45, 11.0, -23.4
46, 11.0, -23.4
47, 11.0, -23.4
48, 11.0, -23.4
49, 11.0, -23.4
50, 11.0, -23.4
51, 11.0, -23.4
52, 11.0, -23.4
53, 10.9, -23.4
54, 10.9, -23.4
55, 10.9, -23.4
56, 10.9, -23.4
57, 10.9, -23.4
58, 10.9, -23.4
59, 10.9, -23.4
60, 10.9, -23.5
61, 10.9, -23.5
62, 10.9, -23.5
63, 10.9, -23.5
64, 10.9, -23.5
65, 10.9, -23.5
66, 10.9, -23.5
67, 10.9, -23.5
68, 10.9, -23.6
69, 10.9, -23.5
70, 10.9, -23.5
71, 10.9, -23.5
72, 10.9, -23.5
73, 10.9, -23.5
74, 10.9, -23.5
75, 10.9, -23.5
76, 10.9, -23.5
77, 10.9, -23.5
78, 10.9, -23.5
79, 10.9, -23.5
80, 10.9, -23.5
81, 10.9, -23.5
82, 10.9, -23.5
83, 10.9, -23.4
84, 10.9, -23.4
85, 10.9, -23.4
86, 10.9, -23.4
87, 10.9, -23.5
88, 10.9, -23.5
89, 10.9, -23.5
90, 10.9, -23.5
91, 10.9, -23.5
92, 10.9, -23.5
93, 10.9, -23.5
94, 10.9, -23.5
95, 10.9, -23.5
96, 10.9, -23.5
97, 10.9, -23.4
98, 10.9, -23.4
99, 10.9, -23.4
100, 10.9, -23.4
101, 10.9, -23.4
102, 10.9, -23.4
103, 10.9, -23.5
104, 10.9, -23.5
105, 10.9, -23.5
106, 10.9, -23.5
107, 10.9, -23.5
108, 11.0, -23.5
109, 11.0, -23.5
110, 11.0, -23.5
111, 11.0, -23.5
112, 11.0, -23.5
113, 11.0, -23.5
114, 11.0, -23.5
115, 11.0, -23.5
116, 11.0, -23.5
117, 11.0, -23.5
118, 11.0, -23.5
119, 11.0, -23.5
120, 11.0, -23.5
121, 11.0, -23.5
122, 11.0, -23.5
123, 11.0, -23.5
124, 11.0, -23.5
125, 11.0, -23.5
126, 11.0, -23.5
127, 11.0, -23.5
128, 11.0, -23.5
129, 11.0, -23.5
130, 11.0, -23.5
131, 11.0, -23.5
132, 11.0, -23.5
133, 11.0, -23.5
134, 11.0, -23.5
135, 11.0, -23.5
136, 10.9, -23.5
137, 10.9, -23.5
138, 10.9, -23.5
139, 10.9, -23.5
140, 10.9, -23.5
141, 10.9, -23.5
142, 10.9, -23.5
143, 10.9, -23.5
144, 10.9, -23.5
145, 10.9, -23.5
146, 10.9, -23.5
147, 10.9, -23.5
148, 10.9, -23.5
149, 10.9, -23.5
150, 10.9, -23.5
151, 10.9, -23.5
152, 10.9, -23.5
153, 10.9, -23.4
154, 10.9, -23.4
155, 10.9, -23.4
156, 10.9, -23.4
157, 10.9, -23.4
158, 10.9, -23.5
159, 10.9, -23.5
160, 10.9, -23.5
161, 10.9, -23.5
162, 10.9, -23.5
163, 10.9, -23.5
164, 10.9, -23.5
165, 10.9, -23.5
166, 10.9, -23.5
167, 11.0, -23.5
168, 11.0, -23.5
169, 11.0, -23.5
170, 11.0, -23.5
171, 11.0, -23.5
172, 11.0, -23.5
173, 11.0, -23.5
174, 11.0, -23.5
175, 11.0, -23.5
176, 11.0, -23.5
177, 11.0, -23.4
178, 10.9, -23.4
179, 10.9, -23.4
180, 10.9, -23.4
181, 10.9, -23.4
182, 10.9, -23.4
183, 10.9, -23.4
184, 10.9, -23.4
185, 10.9, -23.4
186, 10.9, -23.5
187, 10.9, -23.5
188, 10.9, -23.5
189, 10.9, -23.5
190, 10.9, -23.5
191, 10.9, -23.5
192, 10.9, -23.5
193, 10.9, -23.4
194, 10.9, -23.4
195, 10.9, -23.4
196, 10.9, -23.5
197, 10.9, -23.5
198, 10.9, -23.6
199, 10.9, -23.6
200, 10.9, -23.6
201, 10.9, -23.6
202, 10.9, -23.6
203, 10.9, -23.6
204, 10.9, -23.6
205, 10.9, -23.6
206, 10.9, -23.6
207, 10.9, -23.6
208, 10.9, -23.6
209, 10.9, -23.6
210, 10.9, -23.6
211, 10.9, -23.6
212, 10.9, -23.7
213, 10.9, -23.7
214, 10.9, -23.6
215, 10.9, -23.6
216, 10.9, -23.5
217, 10.9, -23.5
218, 10.9, -23.5
219, 10.9, -23.5
220, 10.9, -23.5
221, 10.9, -23.5
222, 11.0, -23.5
223, 11.0, -23.5
224, 11.0, -23.5
225, 11.0, -23.5
226, 11.0, -23.5
227, 11.0, -23.5
228, 11.0, -23.5
229, 11.0, -23.5
230, 11.0, -23.5
231, 11.0, -23.5
232, 11.0, -23.5
233, 11.0, -23.5
234, 11.0, -23.5
235, 11.0, -23.5
236, 11.0, -23.5
237, 11.0, -23.5
238, 11.0, -23.5
239, 11.0, -23.5
240, 11.0, -23.5
241, 10.9, -23.5
242, 11.0, -23.5
243, 11.0, -23.5
244, 11.0, -23.5
245, 11.0, -23.5
246, 11.0, -23.5
247, 11.0, -23.5
248, 11.0, -23.5
249, 11.0, -23.5
250, 11.0, -23.6
251, 11.0, -23.6
252, 11.0, -23.6
253, 11.0, -23.6
254, 11.0, -23.6
255, 11.0, -23.6
256, 11.0, -23.6
257, 11.0, -23.6
258, 11.0, -23.6
259, 11.0, -23.5
260, 11.0, -23.5
261, 11.0, -23.5
262, 11.0, -23.5
263, 11.0, -23.5
264, 11.0, -23.5
265, 11.0, -23.5
266, 11.0, -23.5
267, 11.0, -23.5
268, 11.0, -23.5
269, 11.0, -23.5
270, 11.0, -23.6
271, 11.0, -23.6
272, 11.0, -23.6
273, 11.0, -23.6
274, 11.0, -23.6
275, 11.0, -23.6
276, 11.0, -23.6
277, 11.0, -23.6
278, 11.0, -23.6
279, 11.0, -23.5
280, 11.0, -23.5
281, 11.0, -23.5
282, 11.0, -23.5
283, 11.0, -23.5
284, 11.0, -23.6
285, 11.0, -23.6
286, 11.0, -23.6
287, 11.0, -23.6
288, 11.0, -23.6
289, 11.0, -23.6
290, 11.0, -23.6
291, 11.0, -23.6
292, 10.9, -23.6
293, 10.9, -23.6
294, 10.9, -23.6
295, 10.8, -23.6
296, 10.8, -23.6
297, 10.8, -23.6
298, 10.8, -23.6
299, 10.8, -23.6
300, 10.8, -23.7
301, 10.8, -23.7
302, 10.8, -23.7
303, 10.8, -23.7
304, 10.8, -23.7
305, 10.8, -23.6
306, 10.8, -23.6
307, 10.9, -23.6
308, 10.9, -23.6
309, 10.9, -23.6
310, 10.9, -23.6
311, 10.9, -23.6
312, 10.9, -23.6
313, 10.9, -23.6
314, 10.9, -23.6
315, 10.9, -23.6
316, 10.9, -23.6
317, 10.9, -23.6
318, 10.9, -23.6
319, 10.9, -23.6
320, 10.9, -23.6
321, 10.9, -23.6
322, 10.9, -23.6
323, 10.9, -23.6
324, 10.9, -23.6
325, 10.9, -23.6
326, 10.9, -23.6
327, 10.9, -23.6
328, 10.9, -23.6
329, 10.9, -23.6
330, 10.9, -23.6
331, 10.9, -23.6
332, 10.9, -23.6
333, 10.9, -23.6
334, 10.9, -23.6
335, 10.9, -23.6
336, 10.9, -23.6
337, 10.9, -23.6
338, 10.9, -23.6
339, 10.9, -23.6
340, 10.9, -23.6
341, 10.9, -23.6
342, 10.9, -23.6
343, 10.9, -23.6
344, 10.9, -23.6
345, 10.9, -23.6
346, 10.9, -23.6
347, 10.9, -23.6
348, 10.9, -23.6
349, 10.9, -23.6
350, 10.9, -23.6
351, 10.9, -23.6
352, 10.9, -23.6
353, 10.9, -23.6
354, 10.9, -23.6
355, 10.9, -23.6
356, 10.9, -23.6
357, 10.9, -23.6
358, 10.9, -23.6
359, 10.9, -23.6
360, 10.9, -23.6
361, 10.9, -23.6
362, 10.9, -23.6
363, 10.9, -23.6
364, 10.9, -23.6
365, 10.9, -23.6
366, 10.9, -23.6
367, 10.9, -23.6
368, 10.9, -23.5
369, 11.0, -23.5
370, 11.0, -23.5
371, 11.0, -23.5
372, 11.0, -23.5
373, 11.0, -23.5
374, 11.0, -23.5
375, 11.0, -23.5
376, 11.0, -23.5
377, 11.0, -23.5
378, 11.0, -23.4
379, 11.0, -23.4
380, 11.0, -23.4
381, 11.0, -23.4
382, 11.0, -23.4
383, 11.0, -23.4
384, 11.0, -23.4
385, 11.0, -23.5
386, 11.0, -23.5
387, 11.0, -23.5
388, 11.0, -23.5
389, 11.0, -23.5
390, 11.0, -23.5
391, 11.0, -23.5
392, 11.0, -23.5
393, 11.0, -23.5
394, 11.0, -23.5
395, 11.0, -23.5
396, 11.0, -23.5
397, 11.0, -23.5
398, 11.0, -23.5
399, 11.0, -23.5
400, 11.0, -23.5
401, 11.0, -23.5
402, 11.0, -23.5
403, 11.0, -23.6
404, 11.0, -23.6
405, 11.0, -23.5
406, 11.0, -23.5
407, 11.0, -23.5
408, 11.0, -23.5
409, 11.0, -23.5
410, 11.0, -23.5
411, 11.0, -23.5
412, 11.0, -23.5
413, 11.0, -23.5
414, 11.1, -23.5
415, 11.1, -23.5
416, 11.1, -23.5
417, 11.1, -23.5
418, 11.1, -23.5
419, 11.1, -23.5
420, 11.1, -23.5
421, 11.1, -23.5
422, 11.1, -23.4
423, 11.1, -23.4
424, 11.1, -23.4
425, 11.1, -23.4
426, 11.1, -23.5
427, 11.1, -23.5
428, 11.1, -23.5
429, 11.0, -23.5
430, 11.0, -23.5
431, 11.0, -23.5
432, 11.0, -23.5
433, 11.0, -23.5
434, 11.0, -23.5
435, 11.0, -23.5
436, 11.0, -23.5
437, 11.0, -23.5
438, 11.0, -23.5
439, 11.0, -23.5
440, 11.0, -23.5
441, 11.0, -23.5
442, 11.0, -23.5
443, 11.0, -23.4
444, 11.0, -23.4
445, 11.0, -23.4
446, 11.0, -23.4
447, 11.0, -23.5
448, 11.0, -23.5
449, 11.0, -23.5
450, 11.0, -23.5
451, 11.0, -23.5
452, 11.0, -23.5
453, 11.0, -23.5
454, 11.0, -23.5
455, 11.0, -23.5
456, 11.0, -23.5
457, 11.0, -23.5
458, 11.0, -23.5
459, 11.0, -23.5
460, 11.0, -23.5
461, 11.0, -23.6
462, 11.0, -23.6
463, 11.0, -23.6
464, 11.0, -23.6
465, 11.0, -23.6
466, 10.9, -23.6
467, 10.9, -23.5
468, 10.9, -23.5
469, 10.9, -23.5
470, 10.9, -23.5
471, 10.8, -23.5
472, 10.8, -23.5
473, 10.8, -23.5
474, 10.8, -23.5
475, 10.8, -23.6
476, 10.9, -23.6
477, 10.9, -23.6
478, 10.9, -23.6
479, 10.9, -23.6
480, 10.9, -23.6
481, 10.9, -23.6
482, 10.9, -23.6
483, 10.9, -23.6
484, 10.9, -23.6
485, 10.9, -23.6
486, 10.9, -23.6
487, 10.9, -23.6
488, 10.9, -23.6
489, 10.9, -23.6
490, 10.9, -23.6
491, 11.0, -23.6
492, 11.0, -23.6
493, 11.0, -23.6
494, 11.0, -23.6
495, 10.9, -23.6
496, 10.9, -23.6
497, 10.9, -23.5
498, 10.9, -23.5
499, 10.9, -23.5
500, 10.9, -23.5
501, 10.9, -23.5
502, 10.9, -23.5
503, 10.9, -23.5
504, 10.9, -23.5
505, 10.8, -23.5
506, 10.8, -23.5
507, 10.8, -23.5
508, 10.9, -23.5
509, 10.9, -23.5
510, 10.9, -23.5
511, 10.9, -23.5
512, 10.9, -23.5
513, 10.9, -23.5
514, 10.9, -23.6
515, 10.9, -23.6
516, 10.9, -23.6
517, 10.9, -23.5
518, 10.9, -23.5
519, 10.9, -23.5
520, 10.9, -23.5
521, 10.9, -23.5
522, 10.9, -23.5
523, 10.9, -23.4
524, 10.9, -23.4
525, 10.9, -23.4
526, 10.9, -23.4
527, 10.9, -23.4
528, 10.9, -23.4
529, 10.9, -23.4
530, 10.9, -23.4
531, 10.9, -23.4
532, 10.9, -23.4
533, 10.9, -23.4
534, 10.9, -23.4
535, 10.9, -23.4
536, 10.9, -23.4
537, 10.9, -23.4
538, 10.9, -23.4
539, 10.9, -23.4
540, 10.9, -23.4
541, 10.9, -23.4
542, 10.9, -23.4
543, 10.9, -23.4
544, 10.9, -23.4
545, 10.9, -23.4
546, 10.9, -23.4
547, 10.9, -23.5
548, 10.9, -23.5
549, 10.9, -23.5
550, 10.9, -23.5
551, 10.9, -23.5
552, 10.9, -23.5
553, 10.9, -23.5
554, 10.9, -23.5
555, 10.9, -23.4
556, 10.9, -23.5
557, 10.9, -23.5
558, 10.9, -23.5
559, 10.9, -23.5
560, 10.9, -23.5
561, 10.9, -23.5
562, 10.9, -23.5
563, 10.9, -23.5
564, 10.9, -23.5
565, 10.9, -23.5
566, 10.9, -23.5
567, 10.9, -23.5
568, 11.0, -23.5
569, 11.0, -23.5
570, 11.0, -23.5
571, 11.0, -23.5
572, 11.0, -23.6
573, 11.0, -23.6
574, 11.0, -23.6
575, 11.0, -23.6
576, 11.0, -23.6
577, 11.0, -23.6
578, 11.0, -23.6
579, 11.0, -23.6
580, 11.0, -23.6
581, 10.9, -23.5
582, 10.9, -23.5
583, 10.9, -23.5
584, 10.9, -23.5
585, 10.9, -23.5
586, 10.9, -23.5
587, 10.9, -23.5
588, 10.9, -23.5
589, 10.9, -23.5
590, 10.9, -23.5
591, 10.9, -23.5
592, 10.9, -23.5
593, 10.9, -23.5
594, 10.9, -23.5
595, 10.9, -23.5
596, 10.9, -23.5
597, 10.9, -23.5
598, 10.9, -23.5
599, 10.9, -23.5
600, 10.9, -23.5
601, 10.9, -23.5
602, 10.9, -23.5
603, 10.9, -23.5
604, 10.9, -23.5
605, 10.9, -23.5
606, 10.9, -23.5
607, 10.9, -23.5
608, 10.9, -23.5
609, 10.9, -23.5
610, 10.9, -23.5
611, 11.0, -23.5
612, 11.0, -23.5
613, 11.0, -23.5
614, 11.0, -23.5
615, 11.0, -23.5
616, 11.0, -23.6
617, 11.0, -23.6
618, 11.0, -23.6
619, 11.0, -23.5
620, 11.0, -23.5
621, 11.0, -23.5
622, 11.0, -23.5
623, 11.0, -23.5
624, 11.0, -23.5
625, 11.0, -23.5
626, 11.0, -23.5
627, 11.0, -23.5
628, 11.0, -23.5
629, 11.0, -23.5
630, 11.0, -23.5
631, 11.0, -23.5
632, 11.0, -23.6
633, 11.0, -23.6
634, 11.0, -23.6
635, 11.0, -23.6
636, 11.0, -23.6
637, 11.0, -23.6
638, 11.0, -23.6
639, 11.0, -23.6
640, 10.9, -23.6
641, 10.9, -23.6
