,Left_Z[N],Right_Z[N]
1, 10.7, -23.4
2, 10.7, -23.4
3, 10.7, -23.4
4, 10.7, -23.4
5, 10.7, -23.4
6, 10.7, -23.5
7, 10.7, -23.5
8, 10.7, -23.5
9, 10.7, -23.5
10, 10.7, -23.5
11, 10.7, -23.5
12, 10.7, -23.5
13, 10.7, -23.5
14, 10.7, -23.6
15, 10.7, -23.6
16, 10.7, -23.6
17, 10.7, -23.6
18, 10.7, -23.6
19, 10.7, -23.6
20, 10.7, -23.6
21, 10.7, -23.6
22, 10.7, -23.6
23, 10.7, -23.6
24, 10.7, -23.6
25, 10.7, -23.5
26, 10.7, -23.5
27, 10.7, -23.6
28, 10.7, -23.6
29, 10.7, -23.6
30, 10.7, -23.6
31, 10.7, -23.6
32, 10.7, -23.6
33, 10.8, -23.6
34, 10.8, -23.6
35, 10.8, -23.6
36, 10.8, -23.6
37, 10.8, -23.6
38, 10.8, -23.6
39, 10.8, -23.6
40, 10.8, -23.6
41, 10.8, -23.6
42, 10.8, -23.6
43, 10.8, -23.6
44, 10.8, -23.5
45, 10.8, -23.5
46, 10.8, -23.5
47, 10.8, -23.5
48, 10.8, -23.5
49, 10.8, -23.5
50, 10.8, -23.5
51, 10.8, -23.5
52, 10.8, -23.5
53, 10.8, -23.5
54, 10.8, -23.5
55, 10.8, -23.5
56, 10.8, -23.5
57, 10.8, -23.5
58, 10.8, -23.5
59, 10.8, -23.6
60, 10.8, -23.6
61, 10.8, -23.6
62, 10.8, -23.6
63, 10.8, -23.6
64, 10.9, -23.6
65, 10.9, -23.6
66, 10.9, -23.6
67, 10.9, -23.6
68, 10.9, -23.6
69, 10.9, -23.6
70, 10.9, -23.6
71, 10.9, -23.6
72, 10.9, -23.6
73, 10.9, -23.6
74, 10.9, -23.6
75, 10.9, -23.6
76, 10.9, -23.6
77, 10.9, -23.6
78, 10.9, -23.6
79, 10.9, -23.6
80, 10.9, -23.6
81, 10.9, -23.6
82, 10.9, -23.6
83, 10.9, -23.6
84, 10.9, -23.6
85, 10.9, -23.5
86, 10.9, -23.5
87, 10.9, -23.5
88, 10.9, -23.5
89, 10.9, -23.5
90, 10.9, -23.5
91, 10.9, -23.5
92, 10.9, -23.5
93, 10.8, -23.5
94, 10.8, -23.5
95, 10.8, -23.5
96, 10.8, -23.5
97, 10.8, -23.5
98, 10.8, -23.5
99, 10.8, -23.5
100, 10.8, -23.5
101, 10.7, -23.5
102, 10.7, -23.5
103, 10.7, -23.6
104, 10.7, -23.6
105, 10.7, -23.6
106, 10.7, -23.6
107, 10.7, -23.6
108, 10.7, -23.6
109, 10.7, -23.6
110, 10.7, -23.6
111, 10.7, -23.6
112, 10.7, -23.6
113, 10.7, -23.6
114, 10.7, -23.6
115, 10.7, -23.6
116, 10.7, -23.6
117, 10.7, -23.5
118, 10.7, -23.5
119, 10.7, -23.5
120, 10.7, -23.5
121, 10.7, -23.5
122, 10.7, -23.5
123, 10.7, -23.5
124, 10.7, -23.5
125, 10.7, -23.5
126, 10.8, -23.5
127, 10.8, -23.5
128, 10.8, -23.5
129, 10.8, -23.5
130, 10.8, -23.5
131, 10.8, -23.5
132, 10.8, -23.5
133, 10.8, -23.5
134, 10.8, -23.5
135, 10.8, -23.5
136, 10.8, -23.5
137, 10.8, -23.5
138, 10.8, -23.5
139, 10.8, -23.5
140, 10.8, -23.5
141, 10.8, -23.5
142, 10.8, -23.5
143, 10.8, -23.5
144, 10.8, -23.5
145, 10.8, -23.5
146, 10.8, -23.5
147, 10.8, -23.5
148, 10.8, -23.5
149, 10.8, -23.5
150, 10.8, -23.5
151, 10.8, -23.5
152, 10.8, -23.5
153, 10.8, -23.5
154, 10.7, -23.5
155, 10.7, -23.5
156, 10.7, -23.5
157, 10.7, -23.5
158, 10.8, -23.5
159, 10.8, -23.5
160, 10.8, -23.5
161, 10.8, -23.5
162, 10.8, -23.6
163, 10.8, -23.6
164, 10.8, -23.6
165, 10.8, -23.6
166, 10.8, -23.6
167, 10.8, -23.6
168, 10.8, -23.6
169, 10.8, -23.6
170, 10.8, -23.5
171, 10.8, -23.5
172, 10.8, -23.5
173, 10.8, -23.5
174, 10.8, -23.5
175, 10.8, -23.5
176, 10.8, -23.5
177, 10.8, -23.6
178, 10.8, -23.6
179, 10.8, -23.6
180, 10.8, -23.6
181, 10.8, -23.6
182, 10.8, -23.6
183, 10.8, -23.6
184, 10.8, -23.6
185, 10.8, -23.6
186, 10.8, -23.6
187, 10.8, -23.6
188, 10.8, -23.6
189, 10.8, -23.6
190, 10.8, -23.5
191, 10.8, -23.5
192, 10.8, -23.5
193, 10.8, -23.5
194, 10.8, -23.5
195, 10.8, -23.5
196, 10.8, -23.5
197, 10.8, -23.5
198, 10.8, -23.6
199, 10.8, -23.6
200, 10.8, -23.6
201, 10.8, -23.6
202, 10.8, -23.6
203, 10.8, -23.6
204, 10.8, -23.6
205, 10.8, -23.6
206, 10.8, -23.6
207, 10.8, -23.6
208, 10.8, -23.6
209, 10.8, -23.6
210, 10.8, -23.6
211, 10.8, -23.6
212, 10.8, -23.6
