,Left_Z[N],Right_Z[N]
1, 11.3, -23.5
2, 11.3, -23.5
3, 11.3, -23.5
4, 11.3, -23.5
5, 11.3, -23.5
6, 11.3, -23.5
7, 11.3, -23.5
8, 11.3, -23.5
9, 11.3, -23.5
10, 11.3, -23.5
11, 11.3, -23.5
12, 11.3, -23.5
13, 11.3, -23.5
14, 11.3, -23.5
15, 11.3, -23.5
16, 11.4, -23.5
17, 11.4, -23.4
18, 11.4, -23.4
19, 11.4, -23.4
20, 11.4, -23.4
21, 11.4, -23.4
22, 11.4, -23.4
23, 11.4, -23.4
24, 11.4, -23.4
25, 11.4, -23.4
26, 11.4, -23.4
27, 11.4, -23.4
28, 11.4, -23.4
29, 11.4, -23.4
30, 11.4, -23.4
31, 11.4, -23.4
32, 11.4, -23.4
33, 11.4, -23.4
34, 11.4, -23.4
35, 11.4, -23.4
36, 11.4, -23.4
37, 11.4, -23.4
38, 11.4, -23.5
39, 11.4, -23.5
40, 11.4, -23.5
41, 11.4, -23.5
42, 11.4, -23.5
43, 11.4, -23.5
44, 11.4, -23.5
45, 11.4, -23.5
46, 11.4, -23.5
47, 11.4, -23.5
48, 11.4, -23.5
49, 11.4, -23.5
50, 11.4, -23.4
51, 11.4, -23.4
52, 11.4, -23.4
53, 11.4, -23.4
54, 11.4, -23.4
55, 11.4, -23.4
56, 11.3, -23.4
57, 11.3, -23.4
58, 11.3, -23.4
59, 11.3, -23.4
60, 11.3, -23.4
61, 11.3, -23.4
62, 11.3, -23.4
63, 11.3, -23.4
64, 11.3, -23.4
65, 11.3, -23.4
66, 11.3, -23.4
67, 11.3, -23.4
68, 11.3, -23.4
69, 11.3, -23.4
70, 11.3, -23.4
71, 11.3, -23.4
72, 11.3, -23.4
73, 11.3, -23.4
74, 11.3, -23.4
75, 11.3, -23.4
76, 11.3, -23.4
77, 11.3, -23.4
78, 11.3, -23.4
79, 11.3, -23.4
80, 11.3, -23.4
81, 11.3, -23.4
82, 11.2, -23.4
83, 11.2, -23.4
84, 11.2, -23.4
85, 11.2, -23.4
86, 11.2, -23.4
87, 11.2, -23.4
88, 11.2, -23.4
89, 11.2, -23.6
90, 11.2, -23.6
91, 11.2, -23.6
92, 11.2, -23.6
93, 11.2, -23.6
94, 11.2, -23.6
95, 11.2, -23.6
96, 11.2, -23.5
97, 11.3, -23.5
98, 11.3, -23.5
99, 11.3, -23.5
100, 11.3, -23.5
101, 11.3, -23.5
102, 11.3, -23.5
103, 11.3, -23.5
104, 11.2, -23.5
105, 11.3, -23.5
106, 11.4, -23.5
107, 11.4, -23.5
108, 11.4, -23.5
109, 11.4, -23.5
110, 11.4, -23.5
111, 11.4, -23.5
112, 11.4, -23.5
113, 11.4, -23.5
114, 11.4, -23.5
115, 11.4, -23.5
116, 11.4, -23.5
117, 11.3, -23.5
118, 11.3, -23.5
119, 11.3, -23.5
120, 11.3, -23.5
121, 11.3, -23.5
122, 11.3, -23.5
123, 11.3, -23.5
124, 11.3, -23.5
125, 11.3, -23.5
126, 11.3, -23.5
