,Left_Z[N],Right_Z[N]
1, 17.7, -22.3
2, 17.7, -22.3
3, 17.7, -22.3
4, 17.7, -22.3
5, 17.7, -22.3
6, 17.7, -22.3
7, 17.7, -22.3
8, 17.7, -22.3
9, 17.7, -22.3
10, 17.7, -22.3
11, 17.7, -22.3
12, 17.7, -22.3
13, 17.7, -22.3
14, 17.7, -22.3
15, 17.7, -22.3
16, 17.7, -22.3
17, 17.7, -22.3
18, 17.7, -22.3
19, 17.7, -22.3
20, 17.6, -22.3
21, 17.6, -22.3
22, 17.6, -22.3
23, 17.6, -22.3
24, 17.6, -22.3
25, 17.6, -22.3
26, 17.6, -22.3
27, 17.6, -22.3
28, 17.6, -22.3
29, 17.6, -22.3
30, 17.6, -22.3
31, 17.6, -22.3
32, 17.6, -22.3
33, 17.6, -22.3
34, 17.6, -22.3
35, 17.6, -22.3
36, 17.6, -22.3
37, 17.6, -22.3
38, 17.6, -22.3
39, 17.6, -22.3
40, 17.6, -22.3
41, 17.6, -22.3
42, 17.6, -22.3
43, 17.6, -22.3
44, 17.6, -22.3
45, 17.6, -22.3
46, 17.6, -22.3
47, 17.6, -22.3
48, 17.6, -22.3
49, 17.6, -22.3
50, 17.6, -22.3
51, 17.6, -22.3
52, 17.6, -22.3
53, 17.6, -22.3
54, 17.6, -22.3
55, 17.6, -22.3
56, 17.6, -22.3
57, 17.6, -22.3
58, 17.6, -22.3
59, 17.6, -22.3
60, 17.6, -22.3
61, 17.6, -22.3
62, 17.6, -22.3
63, 17.6, -22.3
64, 17.6, -22.3
65, 17.6, -22.3
66, 17.6, -22.3
67, 17.6, -22.3
68, 17.6, -22.3
69, 17.6, -22.3
70, 17.6, -22.2
71, 17.6, -22.2
72, 17.6, -22.2
73, 17.6, -22.3
74, 17.6, -22.3
75, 17.6, -22.3
76, 17.6, -22.3
77, 17.6, -22.3
78, 17.6, -22.3
79, 17.7, -22.3
80, 17.7, -22.3
81, 17.7, -22.3
82, 17.7, -22.3
83, 17.7, -22.3
84, 17.7, -22.3
85, 17.7, -22.3
86, 17.7, -22.3
87, 17.7, -22.3
88, 17.7, -22.3
89, 17.7, -22.2
90, 17.7, -22.2
91, 17.7, -22.2
92, 17.7, -22.2
93, 17.7, -22.2
94, 17.7, -22.2
95, 17.7, -22.2
96, 17.7, -22.2
97, 17.7, -22.2
98, 17.7, -22.2
99, 17.7, -22.2
100, 17.7, -22.2
101, 17.7, -22.2
102, 17.7, -22.2
103, 17.7, -22.2
104, 17.7, -22.2
105, 17.7, -22.2
106, 17.7, -22.2
107, 17.7, -22.2
108, 17.7, -22.2
109, 17.7, -22.3
110, 17.7, -22.3
111, 17.7, -22.3
112, 17.7, -22.3
113, 17.7, -22.3
114, 17.7, -22.3
115, 17.7, -22.3
