,Left_Z[N],Right_Z[N]
1, 16.4, -22.7
2, 16.5, -22.7
3, 16.5, -22.7
4, 16.5, -22.7
5, 16.5, -22.7
6, 16.5, -22.7
7, 16.5, -22.7
8, 16.5, -22.7
9, 16.5, -22.6
10, 16.5, -22.6
11, 16.5, -22.5
12, 16.5, -22.5
13, 16.5, -22.5
14, 16.5, -22.5
15, 16.5, -22.5
16, 16.5, -22.5
17, 16.5, -22.5
18, 16.5, -22.5
19, 16.5, -22.5
20, 16.5, -22.5
21, 16.5, -22.5
22, 16.5, -22.5
23, 16.5, -22.5
24, 16.5, -22.5
25, 16.5, -22.5
26, 16.5, -22.5
27, 16.5, -22.5
28, 16.5, -22.5
29, 16.5, -22.6
30, 16.5, -22.6
31, 16.5, -22.6
32, 16.5, -22.6
33, 16.5, -22.6
34, 16.5, -22.6
35, 16.5, -22.6
36, 16.5, -22.6
37, 16.5, -22.6
38, 16.5, -22.6
39, 16.5, -22.6
40, 16.5, -22.6
41, 16.5, -22.6
42, 16.5, -22.7
43, 16.5, -22.7
44, 16.5, -22.7
45, 16.5, -22.6
46, 16.5, -22.6
47, 16.5, -22.6
48, 16.5, -22.6
49, 16.5, -22.6
50, 16.5, -22.6
51, 16.5, -22.6
52, 16.5, -22.6
53, 16.5, -22.6
54, 16.5, -22.6
55, 16.6, -22.6
56, 16.6, -22.6
57, 16.6, -22.6
58, 16.6, -22.6
59, 16.6, -22.6
60, 16.6, -22.6
61, 16.6, -22.6
62, 16.6, -22.6
63, 16.6, -22.6
64, 16.6, -22.6
65, 16.6, -22.6
66, 16.6, -22.6
67, 16.5, -22.6
68, 16.5, -22.6
69, 16.5, -22.6
70, 16.5, -22.6
71, 16.5, -22.6
72, 16.5, -22.6
73, 16.5, -22.6
74, 16.5, -22.6
75, 16.5, -22.6
76, 16.5, -22.6
77, 16.5, -22.6
78, 16.5, -22.6
79, 16.5, -22.6
80, 16.5, -22.6
81, 16.5, -22.6
82, 16.5, -22.7
83, 16.5, -22.7
84, 16.5, -22.7
85, 16.5, -22.7
86, 16.5, -22.7
87, 16.5, -22.7
88, 16.5, -22.7
89, 16.5, -22.7
90, 16.5, -22.7
91, 16.5, -22.7
92, 16.5, -22.7
93, 16.5, -22.7
94, 16.5, -22.7
95, 16.5, -22.7
96, 16.5, -22.7
97, 16.5, -22.7
98, 16.5, -22.7
99, 16.5, -22.7
100, 16.5, -22.7
101, 16.5, -22.7
102, 16.5, -22.7
103, 16.5, -22.7
104, 16.5, -22.7
105, 16.5, -22.7
106, 16.5, -22.7
107, 16.5, -22.7
108, 16.5, -22.7
109, 16.5, -22.6
110, 16.5, -22.7
111, 16.5, -22.7
112, 16.5, -22.7
113, 16.5, -22.7
114, 16.5, -22.7
115, 16.5, -22.7
116, 16.5, -22.7
117, 16.5, -22.7
118, 16.5, -22.7
119, 16.5, -22.7
120, 16.5, -22.7
121, 16.5, -22.6
122, 16.5, -22.6
123, 16.5, -22.6
124, 16.5, -22.6
125, 16.5, -22.6
126, 16.5, -22.6
127, 16.5, -22.6
128, 16.5, -22.6
129, 16.5, -22.6
130, 16.5, -22.6
131, 16.5, -22.6
132, 16.5, -22.6
133, 16.5, -22.6
134, 16.5, -22.6
135, 16.5, -22.6
136, 16.5, -22.6
137, 16.5, -22.6
138, 16.5, -22.6
139, 16.5, -22.6
140, 16.5, -22.6
141, 16.5, -22.6
142, 16.5, -22.6
143, 16.4, -22.6
144, 16.4, -22.6
145, 16.4, -22.7
146, 16.4, -22.7
147, 16.4, -22.6
148, 16.4, -22.6
149, 16.4, -22.6
150, 16.4, -22.6
151, 16.4, -22.6
152, 16.4, -22.6
153, 16.4, -22.6
154, 16.4, -22.6
155, 16.4, -22.7
156, 16.4, -22.7
157, 16.4, -22.7
158, 16.4, -22.7
159, 16.4, -22.7
160, 16.4, -22.7
161, 16.4, -22.7
162, 16.4, -22.7
163, 16.4, -22.7
164, 16.4, -22.7
165, 16.5, -22.7
166, 16.5, -22.7
167, 16.5, -22.7
168, 16.5, -22.7
