,Left_Z[N],Right_Z[N]
1, 1305.5, 1305.5
2, 20.3, -21.6
3, 20.3, -21.6
4, 20.3, -21.6
5, 20.3, -21.6
6, 20.3, -21.6
7, 20.3, -21.6
8, 20.3, -21.6
9, 20.3, -21.6
10, 20.3, -21.6
11, 20.3, -21.6
12, 20.3, -21.6
13, 20.3, -21.5
14, 20.3, -21.5
15, 20.3, -21.5
16, 20.3, -21.5
17, 20.3, -21.5
18, 20.3, -21.5
19, 20.3, -21.5
20, 20.3, -21.5
21, 20.3, -21.5
22, 20.3, -21.5
23, 20.3, -21.5
24, 20.3, -21.5
25, 20.3, -21.5
26, 20.3, -21.5
27, 20.3, -21.5
28, 20.3, -21.5
29, 20.3, -21.5
30, 20.3, -21.5
31, 20.3, -21.5
32, 20.3, -21.5
33, 20.3, -21.5
34, 20.3, -21.5
35, 20.3, -21.5
36, 20.3, -21.5
37, 20.3, -21.5
38, 20.3, -21.5
39, 20.3, -21.5
40, 20.4, -21.6
41, 20.4, -21.6
42, 20.4, -21.6
43, 20.4, -21.6
44, 20.4, -21.6
45, 20.4, -21.6
46, 20.4, -21.6
47, 20.4, -21.6
48, 20.4, -21.6
49, 20.4, -21.6
50, 20.4, -21.6
51, 20.4, -21.6
52, 20.4, -21.6
53, 20.4, -21.6
54, 20.4, -21.6
55, 20.4, -21.6
56, 20.4, -21.6
57, 20.4, -21.6
58, 20.4, -21.6
59, 20.4, -21.6
60, 20.4, -21.6
61, 20.4, -21.6
62, 20.4, -21.6
63, 20.4, -21.6
64, 20.4, -21.6
65, 20.4, -21.6
66, 20.4, -21.6
67, 20.4, -21.6
68, 20.4, -21.6
69, 20.4, -21.6
70, 20.4, -21.6
71, 20.4, -21.6
72, 20.4, -21.6
73, 20.4, -21.6
74, 20.4, -21.6
75, 20.4, -21.6
76, 20.3, -21.6
77, 20.2, -21.6
78, 20.2, -21.6
79, 20.2, -21.6
80, 20.2, -21.6
81, 20.2, -21.6
82, 20.2, -21.6
83, 20.2, -21.6
84, 20.2, -21.6
85, 20.2, -21.6
86, 20.2, -21.6
87, 20.2, -21.6
88, 20.2, -21.6
89, 20.2, -21.6
90, 20.2, -21.6
91, 20.2, -21.6
92, 20.2, -21.6
93, 20.2, -21.6
94, 20.2, -21.6
95, 20.2, -21.6
96, 20.2, -21.6
97, 20.2, -21.6
98, 20.2, -21.6
99, 20.2, -21.6
100, 20.2, -21.5
101, 20.2, -21.5
102, 20.3, -21.5
103, 20.3, -21.5
104, 20.3, -21.5
105, 20.3, -21.4
106, 20.3, -21.4
107, 20.3, -21.4
108, 20.3, -21.4
109, 20.4, -21.4
110, 20.4, -21.4
111, 20.4, -21.4
112, 20.4, -21.4
113, 20.4, -21.4
114, 20.4, -21.4
115, 20.3, -21.4
116, 20.3, -21.4
117, 20.3, -21.4
118, 20.3, -21.4
119, 20.3, -21.4
120, 20.3, -21.4
121, 20.3, -21.4
122, 20.3, -21.4
123, 20.3, -21.4
124, 20.3, -21.4
125, 20.3, -21.4
126, 20.3, -21.3
127, 20.3, -21.3
128, 20.3, -21.3
129, 20.3, -21.3
130, 20.3, -21.4
131, 20.3, -21.4
132, 20.3, -21.4
133, 20.3, -21.4
134, 20.3, -21.4
135, 20.3, -21.4
136, 20.3, -21.4
137, 20.3, -21.4
138, 20.3, -21.4
139, 20.3, -21.4
140, 20.3, -21.4
141, 20.3, -21.4
142, 20.3, -21.4
143, 20.3, -21.4
144, 20.3, -21.4
145, 20.3, -21.4
146, 20.3, -21.4
147, 20.3, -21.4
148, 20.3, -21.4
149, 20.3, -21.4
150, 20.3, -21.4
151, 20.3, -21.4
152, 20.3, -21.4
153, 20.3, -21.5
154, 20.3, -21.5
155, 20.3, -21.5
156, 20.3, -21.5
