,Left_Z[N],Right_Z[N]
1, 16.1, -22.7
2, 16.1, -22.7
3, 16.2, -22.7
4, 16.2, -22.7
5, 16.2, -22.7
6, 16.2, -22.7
7, 16.2, -22.7
8, 16.2, -22.7
9, 16.2, -22.7
10, 16.2, -22.7
11, 16.2, -22.7
12, 16.2, -22.7
13, 16.2, -22.7
14, 16.2, -22.7
15, 16.2, -22.7
16, 16.2, -22.7
17, 16.2, -22.7
18, 16.2, -22.7
19, 16.2, -22.7
20, 16.2, -22.7
21, 16.1, -22.7
22, 16.1, -22.7
23, 16.1, -22.7
24, 16.1, -22.7
25, 16.1, -22.7
26, 16.1, -22.7
27, 16.1, -22.7
28, 16.1, -22.7
29, 16.1, -22.7
30, 16.1, -22.7
31, 16.1, -22.7
32, 16.1, -22.7
33, 16.1, -22.7
34, 16.1, -22.7
35, 16.1, -22.7
36, 16.1, -22.7
37, 16.1, -22.7
38, 16.2, -22.7
39, 16.2, -22.7
40, 16.2, -22.7
41, 16.2, -22.7
42, 16.2, -22.7
43, 16.2, -22.7
44, 16.2, -22.7
45, 16.2, -22.7
46, 16.2, -22.7
47, 16.2, -22.7
48, 16.2, -22.7
49, 16.2, -22.7
50, 16.2, -22.7
51, 16.2, -22.7
52, 16.2, -22.7
53, 16.2, -22.7
54, 16.2, -22.7
55, 16.2, -22.7
56, 16.1, -22.7
57, 16.0, -22.7
58, 16.0, -22.7
59, 16.0, -22.7
60, 16.0, -22.7
61, 16.0, -22.7
62, 16.0, -22.7
63, 16.0, -22.7
64, 16.0, -22.7
65, 16.0, -22.7
66, 16.0, -22.7
67, 16.0, -22.7
68, 16.0, -22.7
69, 16.0, -22.7
70, 16.0, -22.7
71, 16.0, -22.7
72, 16.0, -22.7
73, 16.0, -22.7
74, 16.0, -22.7
75, 16.0, -22.7
76, 16.0, -22.7
77, 16.0, -22.7
78, 16.0, -22.7
79, 16.0, -22.7
80, 16.1, -22.7
81, 16.1, -22.7
82, 16.1, -22.7
83, 16.1, -22.7
84, 16.1, -22.7
85, 16.1, -22.7
86, 16.1, -22.7
87, 16.1, -22.7
88, 16.1, -22.7
89, 16.1, -22.7
90, 16.1, -22.7
91, 16.1, -22.7
92, 16.1, -22.7
93, 16.1, -22.7
94, 16.1, -22.7
95, 16.1, -22.7
96, 16.1, -22.7
97, 16.1, -22.7
98, 16.1, -22.7
99, 16.1, -22.7
100, 16.1, -22.7
101, 16.1, -22.7
102, 16.1, -22.7
103, 16.1, -22.7
104, 16.1, -22.7
105, 16.1, -22.7
106, 16.1, -22.7
107, 16.1, -22.7
108, 16.1, -22.7
109, 16.1, -22.7
110, 16.1, -22.7
111, 16.1, -22.7
112, 16.1, -22.7
113, 16.1, -22.7
114, 16.1, -22.7
115, 16.1, -22.7
116, 16.1, -22.7
117, 16.1, -22.7
118, 16.1, -22.7
119, 16.1, -22.7
120, 16.1, -22.7
121, 16.1, -22.7
122, 16.1, -22.7
123, 16.1, -22.7
124, 16.1, -22.7
125, 16.1, -22.7
126, 16.1, -22.7
127, 16.1, -22.7
128, 16.1, -22.7
129, 16.1, -22.7
130, 16.1, -22.7
131, 16.1, -22.7
132, 16.1, -22.7
133, 16.1, -22.7
134, 16.1, -22.7
135, 16.1, -22.7
136, 16.1, -22.7
137, 16.1, -22.7
138, 16.1, -22.7
139, 16.1, -22.7
140, 16.1, -22.7
141, 16.1, -22.7
142, 16.1, -22.7
143, 16.1, -22.7
144, 16.1, -22.7
145, 16.1, -22.7
146, 16.1, -22.7
147, 16.1, -22.7
148, 16.1, -22.7
149, 16.1, -22.7
150, 16.1, -22.7
151, 16.1, -22.7
152, 16.1, -22.7
153, 16.1, -22.7
154, 16.1, -22.7
155, 16.1, -22.7
156, 16.1, -22.7
157, 16.1, -22.7
158, 16.1, -22.7
159, 16.1, -22.7
160, 16.0, -22.7
161, 16.0, -22.7
162, 16.0, -22.7
163, 16.0, -22.7
164, 16.0, -22.7
165, 16.0, -22.7
166, 16.0, -22.7
167, 16.0, -22.7
168, 16.0, -22.7
169, 16.0, -22.7
170, 16.0, -22.7
171, 16.0, -22.7
172, 16.0, -22.7
173, 16.0, -22.7
174, 16.0, -22.7
175, 16.0, -22.7
176, 16.0, -22.7
177, 16.0, -22.7
178, 16.0, -22.7
179, 16.1, -22.7
180, 16.1, -22.7
181, 16.1, -22.7
182, 16.1, -22.7
183, 16.1, -22.7
184, 16.1, -22.7
185, 16.1, -22.7
186, 16.0, -22.7
187, 16.0, -22.7
188, 16.0, -22.7
189, 16.0, -22.7
190, 16.0, -22.7
191, 16.0, -22.7
192, 16.1, -22.7
193, 16.1, -22.7
194, 16.1, -22.7
195, 16.1, -22.7
196, 16.1, -22.7
197, 16.1, -22.7
198, 16.1, -22.7
199, 16.1, -22.7
200, 16.1, -22.7
201, 16.1, -22.7
202, 16.1, -22.7
203, 16.1, -22.7
204, 16.0, -22.7
205, 16.0, -22.7
206, 16.0, -22.7
207, 16.0, -22.7
208, 16.0, -22.7
209, 16.0, -22.7
210, 16.0, -22.7
211, 16.1, -22.7
212, 16.1, -22.7
213, 16.1, -22.7
214, 16.1, -22.7
215, 16.1, -22.7
216, 16.1, -22.7
217, 16.1, -22.7
218, 16.1, -22.7
219, 16.1, -22.7
220, 16.1, -22.7
221, 16.1, -22.7
222, 16.1, -22.7
223, 16.1, -22.7
224, 16.1, -22.7
225, 16.1, -22.7
226, 16.1, -22.7
227, 16.1, -22.7
228, 16.1, -22.7
229, 16.2, -22.7
230, 16.2, -22.7
231, 16.2, -22.7
232, 16.2, -22.7
233, 16.2, -22.7
234, 16.2, -22.7
235, 16.2, -22.7
236, 16.2, -22.7
237, 16.2, -22.7
238, 16.2, -22.7
239, 16.2, -22.7
240, 16.2, -22.7
241, 16.2, -22.7
242, 16.2, -22.7
243, 16.2, -22.7
244, 16.2, -22.7
245, 16.2, -22.7
246, 16.2, -22.7
247, 16.2, -22.7
248, 16.2, -22.7
249, 16.2, -22.7
250, 16.2, -22.7
251, 16.2, -22.7
252, 16.2, -22.7
253, 16.2, -22.7
254, 16.2, -22.7
255, 16.2, -22.7
256, 16.2, -22.7
257, 16.2, -22.7
258, 16.2, -22.7
259, 16.2, -22.7
260, 16.2, -22.7
261, 16.2, -22.7
262, 16.2, -22.7
263, 16.2, -22.7
264, 16.2, -22.7
265, 16.2, -22.7
266, 16.2, -22.7
267, 16.2, -22.7
268, 16.1, -22.7
269, 16.1, -22.7
270, 16.1, -22.7
271, 16.1, -22.7
272, 16.1, -22.7
273, 16.1, -22.7
274, 16.1, -22.7
275, 16.0, -22.7
276, 16.0, -22.7
277, 16.0, -22.7
278, 16.0, -22.7
279, 16.0, -22.7
280, 16.0, -22.7
281, 16.0, -22.7
282, 16.0, -22.7
283, 16.0, -22.7
284, 16.0, -22.7
285, 16.0, -22.7
286, 16.0, -22.7
287, 16.0, -22.7
288, 16.0, -22.7
289, 16.0, -22.7
290, 16.0, -22.7
291, 16.0, -22.7
292, 16.0, -22.7
293, 16.0, -22.7
294, 16.0, -22.7
295, 16.0, -22.7
296, 16.0, -22.6
297, 16.0, -22.6
298, 16.0, -22.6
299, 16.0, -22.6
300, 16.0, -22.6
301, 16.0, -22.6
302, 16.0, -22.7
303, 16.0, -22.7
304, 16.0, -22.7
305, 16.0, -22.7
306, 16.0, -22.7
307, 16.0, -22.7
308, 16.0, -22.7
309, 16.0, -22.7
310, 16.0, -22.7
311, 16.0, -22.7
312, 16.0, -22.7
313, 16.0, -22.7
314, 16.0, -22.7
315, 16.0, -22.7
316, 16.0, -22.7
317, 16.0, -22.7
318, 16.0, -22.7
319, 16.0, -22.7
320, 16.0, -22.7
321, 16.1, -22.7
322, 16.1, -22.7
323, 16.1, -22.7
324, 16.1, -22.7
325, 16.1, -22.7
326, 16.0, -22.7
327, 16.0, -22.7
328, 16.0, -22.7
329, 16.0, -22.7
330, 16.0, -22.7
331, 16.0, -22.7
332, 16.0, -22.7
333, 16.0, -22.7
334, 16.0, -22.7
335, 16.0, -22.7
336, 16.0, -22.7
337, 16.0, -22.7
338, 16.0, -22.7
339, 16.0, -22.7
340, 16.0, -22.7
341, 16.0, -22.7
342, 16.0, -22.7
343, 16.0, -22.7
344, 16.0, -22.7
345, 16.0, -22.7
346, 16.0, -22.7
347, 16.0, -22.6
348, 16.0, -22.6
349, 16.0, -22.6
350, 16.0, -22.6
351, 16.0, -22.6
352, 16.0, -22.6
353, 16.0, -22.6
354, 16.0, -22.6
355, 16.0, -22.6
356, 16.0, -22.6
357, 16.0, -22.6
358, 16.0, -22.6
359, 16.0, -22.6
360, 16.0, -22.6
361, 16.0, -22.6
362, 16.0, -22.7
363, 16.0, -22.7
364, 16.0, -22.7
365, 16.0, -22.7
366, 16.1, -22.7
367, 16.1, -22.7
368, 16.1, -22.7
369, 16.1, -22.7
370, 16.1, -22.7
371, 16.1, -22.7
372, 16.1, -22.7
373, 16.1, -22.7
374, 16.1, -22.7
375, 16.1, -22.7
376, 16.1, -22.7
