,Left_Z[N],Right_Z[N]
1, 16.9, -22.6
2, 16.9, -22.6
3, 16.9, -22.6
4, 16.9, -22.6
5, 16.9, -22.6
6, 16.9, -22.6
7, 16.9, -22.6
8, 16.9, -22.6
9, 16.9, -22.6
10, 16.9, -22.6
11, 16.9, -22.6
12, 16.9, -22.6
13, 16.9, -22.6
14, 16.9, -22.6
15, 16.9, -22.6
16, 16.9, -22.6
17, 16.9, -22.6
18, 16.9, -22.6
19, 16.9, -22.6
20, 16.9, -22.6
21, 16.9, -22.6
22, 16.9, -22.6
23, 16.9, -22.6
24, 16.9, -22.6
25, 16.9, -22.6
26, 16.9, -22.6
27, 16.8, -22.6
28, 16.8, -22.6
29, 16.8, -22.5
30, 16.8, -22.5
31, 16.8, -22.6
32, 16.8, -22.6
33, 16.8, -22.6
34, 16.8, -22.6
35, 16.8, -22.6
36, 16.8, -22.6
37, 16.8, -22.6
38, 16.8, -22.6
39, 16.8, -22.6
40, 16.8, -22.5
41, 16.8, -22.5
42, 16.8, -22.5
43, 16.8, -22.5
44, 16.8, -22.5
45, 16.8, -22.5
46, 16.8, -22.5
47, 16.8, -22.5
48, 16.8, -22.5
49, 16.8, -22.5
50, 16.8, -22.5
51, 16.8, -22.5
52, 16.8, -22.5
53, 16.8, -22.5
54, 16.8, -22.5
55, 16.8, -22.5
56, 16.8, -22.5
57, 16.8, -22.5
58, 16.8, -22.5
59, 16.8, -22.5
60, 16.8, -22.5
61, 16.8, -22.5
62, 16.8, -22.5
63, 16.8, -22.5
64, 16.8, -22.5
65, 16.8, -22.5
66, 16.8, -22.4
67, 16.8, -22.4
68, 16.8, -22.4
69, 16.8, -22.4
70, 16.8, -22.4
71, 16.8, -22.4
72, 16.8, -22.4
73, 16.8, -22.4
74, 16.8, -22.4
75, 16.8, -22.4
76, 16.8, -22.4
77, 16.8, -22.4
78, 16.8, -22.4
79, 16.8, -22.4
80, 16.8, -22.4
81, 16.8, -22.4
82, 16.8, -22.4
83, 16.8, -22.4
84, 16.8, -22.4
85, 16.8, -22.4
86, 16.8, -22.4
87, 16.8, -22.4
88, 16.8, -22.4
89, 16.8, -22.4
90, 16.8, -22.4
91, 16.8, -22.4
92, 16.8, -22.4
93, 16.8, -22.4
94, 16.8, -22.4
95, 16.8, -22.4
96, 16.8, -22.4
97, 16.8, -22.4
98, 16.8, -22.4
99, 16.8, -22.5
100, 16.8, -22.5
101, 16.8, -22.5
102, 16.8, -22.5
103, 16.8, -22.5
104, 16.8, -22.5
105, 16.8, -22.5
106, 16.8, -22.5
107, 16.8, -22.5
108, 16.8, -22.5
109, 16.8, -22.5
110, 16.8, -22.5
111, 16.8, -22.5
112, 16.8, -22.5
113, 16.8, -22.5
114, 16.8, -22.5
115, 16.8, -22.5
116, 16.8, -22.5
117, 16.8, -22.5
118, 16.8, -22.5
119, 16.8, -22.5
120, 16.8, -22.5
121, 16.8, -22.5
122, 16.9, -22.5
123, 16.9, -22.5
124, 16.9, -22.6
125, 16.9, -22.6
126, 16.9, -22.6
127, 16.9, -22.6
128, 16.9, -22.6
129, 16.9, -22.6
130, 16.9, -22.6
131, 16.9, -22.6
132, 16.9, -22.6
133, 16.9, -22.6
134, 16.9, -22.6
135, 16.9, -22.6
136, 16.9, -22.6
137, 16.9, -22.6
138, 16.9, -22.6
139, 16.9, -22.6
140, 16.9, -22.6
141, 16.9, -22.5
142, 16.9, -22.5
143, 16.9, -22.5
144, 16.9, -22.5
145, 16.9, -22.5
146, 16.9, -22.5
147, 16.9, -22.5
148, 16.9, -22.5
149, 16.9, -22.5
150, 16.9, -22.5
151, 16.9, -22.5
152, 16.9, -22.5
153, 16.9, -22.5
154, 16.9, -22.5
155, 16.9, -22.5
156, 16.9, -22.6
157, 16.9, -22.6
158, 16.9, -22.6
159, 16.9, -22.6
160, 16.9, -22.6
161, 16.9, -22.6
162, 16.8, -22.6
163, 16.8, -22.6
164, 16.8, -22.6
165, 16.7, -22.6
166, 16.7, -22.6
167, 16.7, -22.6
168, 16.7, -22.6
169, 16.7, -22.6
170, 16.7, -22.6
171, 16.8, -22.6
172, 16.8, -22.6
173, 16.8, -22.5
174, 16.8, -22.5
175, 16.8, -22.5
176, 16.8, -22.5
177, 16.7, -22.5
