,Left_Z[N],Right_Z[N]
1, 17.9, -22.1
2, 17.9, -22.1
3, 17.9, -22.1
4, 17.9, -22.1
5, 17.9, -22.1
6, 17.9, -22.2
7, 17.9, -22.2
8, 17.9, -22.2
9, 17.9, -22.2
10, 17.9, -22.2
11, 17.9, -22.2
12, 17.9, -22.2
13, 17.9, -22.2
14, 17.9, -22.2
15, 17.9, -22.2
16, 17.9, -22.2
17, 17.9, -22.2
18, 17.9, -22.2
19, 17.9, -22.2
20, 17.9, -22.2
21, 17.9, -22.2
22, 17.9, -22.2
23, 17.9, -22.2
24, 17.9, -22.2
25, 17.9, -22.2
26, 17.9, -22.2
27, 17.9, -22.2
28, 17.9, -22.2
29, 17.9, -22.2
30, 17.9, -22.2
31, 17.9, -22.2
32, 17.9, -22.2
33, 17.9, -22.2
34, 17.9, -22.2
35, 17.9, -22.2
36, 17.9, -22.2
37, 17.9, -22.2
38, 17.9, -22.2
39, 17.9, -22.2
40, 17.9, -22.2
41, 18.0, -22.2
42, 18.0, -22.2
43, 18.0, -22.2
44, 18.0, -22.2
45, 18.0, -22.2
46, 18.0, -22.2
47, 18.0, -22.2
48, 18.0, -22.2
49, 18.0, -22.2
50, 18.0, -22.2
51, 18.0, -22.2
52, 18.0, -22.2
53, 18.0, -22.2
54, 18.0, -22.2
55, 18.0, -22.2
56, 18.0, -22.2
57, 18.0, -22.2
58, 18.0, -22.2
59, 18.0, -22.2
60, 18.0, -22.2
61, 18.0, -22.2
62, 18.0, -22.2
63, 18.0, -22.2
64, 18.0, -22.2
65, 18.0, -22.2
66, 18.0, -22.2
67, 18.0, -22.2
68, 18.0, -22.2
69, 18.0, -22.2
70, 18.0, -22.2
71, 18.0, -22.2
72, 18.0, -22.2
73, 18.0, -22.3
74, 17.9, -22.3
75, 17.9, -22.3
76, 17.9, -22.3
77, 17.9, -22.3
78, 17.9, -22.3
79, 17.9, -22.3
80, 17.9, -22.3
81, 17.9, -22.3
82, 17.9, -22.3
83, 17.9, -22.3
84, 17.9, -22.3
85, 17.9, -22.3
86, 17.9, -22.3
87, 17.9, -22.3
88, 17.9, -22.3
89, 17.9, -22.3
90, 17.9, -22.3
91, 17.9, -22.3
92, 17.9, -22.3
93, 17.9, -22.2
94, 17.9, -22.2
95, 17.9, -22.2
96, 17.9, -22.2
97, 17.9, -22.2
98, 17.9, -22.2
99, 17.9, -22.2
100, 17.9, -22.2
101, 17.9, -22.2
102, 17.9, -22.3
103, 17.9, -22.3
104, 17.9, -22.3
105, 17.9, -22.3
106, 17.9, -22.3
107, 17.9, -22.3
108, 17.9, -22.3
109, 17.9, -22.3
110, 17.9, -22.3
111, 17.9, -22.3
112, 17.9, -22.3
113, 17.9, -22.3
114, 17.9, -22.2
115, 17.9, -22.2
116, 17.9, -22.2
117, 18.0, -22.2
118, 18.0, -22.2
119, 18.0, -22.2
120, 18.0, -22.2
121, 18.0, -22.2
122, 18.0, -22.2
123, 18.0, -22.2
124, 18.0, -22.2
125, 18.0, -22.2
126, 18.0, -22.3
127, 18.0, -22.3
128, 18.0, -22.3
129, 18.0, -22.3
130, 18.0, -22.3
131, 18.0, -22.3
132, 18.0, -22.3
133, 18.0, -22.3
134, 18.0, -22.3
135, 18.0, -22.3
136, 18.0, -22.3
137, 18.0, -22.3
138, 18.0, -22.3
139, 18.0, -22.3
140, 18.0, -22.3
141, 18.0, -22.3
142, 18.0, -22.3
143, 18.0, -22.3
144, 18.0, -22.3
145, 18.0, -22.3
146, 18.0, -22.3
147, 18.0, -22.4
148, 18.0, -22.4
149, 18.0, -22.4
150, 18.0, -22.4
151, 18.0, -22.4
152, 18.0, -22.4
153, 18.0, -22.4
154, 18.0, -22.4
155, 18.0, -22.4
156, 18.0, -22.4
157, 18.0, -22.4
158, 18.0, -22.4
159, 18.0, -22.4
160, 18.0, -22.4
161, 18.0, -22.4
162, 18.0, -22.4
163, 18.0, -22.4
164, 18.0, -22.3
165, 18.0, -22.3
166, 18.0, -22.3
167, 18.0, -22.3
168, 17.9, -22.3
169, 17.9, -22.3
170, 17.9, -22.3
171, 17.9, -22.3
172, 17.9, -22.3
173, 17.9, -22.3
174, 17.9, -22.3
175, 17.9, -22.3
176, 17.9, -22.3
177, 17.9, -22.2
178, 17.9, -22.2
179, 17.9, -22.2
180, 17.9, -22.2
181, 17.9, -22.2
182, 17.9, -22.2
183, 17.9, -22.2
184, 17.9, -22.2
185, 17.9, -22.3
186, 17.9, -22.3
187, 17.9, -22.2
188, 17.9, -22.2
189, 17.9, -22.2
190, 17.9, -22.2
191, 17.9, -22.2
192, 17.9, -22.2
193, 17.9, -22.2
194, 17.9, -22.2
195, 18.0, -22.2
196, 18.0, -22.2
197, 18.0, -22.2
198, 18.0, -22.2
199, 18.0, -22.2
200, 18.0, -22.2
201, 18.0, -22.2
202, 18.0, -22.2
203, 18.0, -22.2
204, 18.0, -22.2
205, 18.0, -22.2
206, 18.0, -22.2
207, 18.0, -22.2
208, 18.0, -22.1
209, 18.0, -22.1
210, 18.0, -22.1
211, 18.0, -22.1
212, 18.0, -22.1
213, 18.0, -22.1
214, 18.0, -22.1
215, 18.0, -22.1
216, 18.0, -22.1
217, 17.9, -22.1
218, 17.9, -22.1
219, 17.9, -22.1
220, 17.9, -22.1
221, 17.9, -22.1
222, 17.9, -22.1
223, 17.9, -22.1
224, 17.9, -22.1
225, 17.9, -22.1
226, 17.9, -22.1
227, 17.9, -22.1
228, 17.9, -22.1
229, 17.9, -22.1
230, 17.9, -22.1
231, 17.9, -22.1
232, 17.9, -22.1
233, 17.9, -22.1
234, 17.9, -22.1
235, 17.9, -22.1
236, 17.9, -22.1
237, 17.9, -22.1
238, 17.9, -22.1
239, 17.9, -22.1
240, 17.9, -22.1
241, 17.9, -22.1
242, 17.9, -22.1
243, 17.9, -22.1
244, 17.9, -22.1
245, 17.9, -22.1
246, 17.9, -22.1
247, 17.9, -22.1
248, 17.9, -22.1
249, 17.9, -22.1
250, 17.9, -22.1
251, 17.9, -22.1
252, 17.9, -22.1
253, 17.9, -22.1
254, 17.9, -22.1
255, 17.9, -22.1
256, 17.9, -22.1
257, 17.9, -22.1
258, 17.9, -22.1
259, 17.9, -22.1
260, 17.9, -22.2
261, 17.9, -22.2
262, 17.9, -22.2
263, 17.9, -22.2
264, 17.9, -22.2
265, 17.9, -22.2
266, 17.9, -22.2
267, 17.9, -22.2
268, 17.9, -22.2
269, 17.9, -22.2
270, 17.9, -22.2
271, 17.9, -22.2
272, 17.9, -22.2
273, 17.9, -22.2
274, 17.9, -22.2
275, 17.9, -22.2
276, 17.9, -22.2
277, 17.9, -22.3
278, 17.9, -22.4
279, 17.9, -22.4
280, 17.9, -22.4
281, 17.9, -22.3
282, 17.9, -22.3
283, 17.9, -22.3
284, 17.9, -22.3
285, 17.9, -22.3
286, 18.0, -22.3
287, 18.0, -22.3
288, 17.9, -22.3
289, 17.9, -22.3
290, 17.9, -22.3
291, 17.9, -22.3
292, 17.9, -22.3
293, 17.9, -22.3
294, 17.9, -22.3
295, 17.9, -22.3
296, 17.9, -22.3
297, 17.9, -22.3
298, 17.9, -22.3
299, 17.9, -22.3
300, 17.9, -22.3
301, 17.9, -22.3
302, 17.9, -22.3
303, 17.9, -22.3
304, 17.8, -22.3
305, 17.8, -22.3
306, 17.8, -22.3
307, 17.8, -22.3
308, 17.8, -22.3
309, 17.8, -22.3
310, 17.8, -22.3
311, 17.8, -22.3
312, 17.8, -22.3
313, 17.8, -22.3
314, 17.8, -22.3
315, 17.8, -22.3
316, 17.8, -22.3
317, 17.8, -22.3
318, 17.8, -22.3
319, 17.8, -22.3
320, 17.8, -22.3
321, 17.8, -22.3
322, 17.9, -22.3
323, 17.9, -22.3
324, 17.9, -22.2
325, 17.9, -22.2
326, 17.9, -22.2
327, 17.9, -22.2
328, 17.9, -22.2
329, 17.9, -22.2
330, 17.9, -22.2
331, 17.9, -22.2
332, 17.9, -22.2
333, 17.9, -22.1
334, 17.9, -22.2
335, 17.9, -22.2
336, 17.9, -22.2
337, 17.9, -22.2
338, 17.9, -22.2
339, 17.9, -22.2
340, 17.9, -22.2
341, 17.9, -22.2
342, 17.9, -22.2
343, 17.9, -22.2
344, 17.9, -22.2
345, 17.9, -22.3
346, 17.9, -22.3
347, 17.9, -22.3
348, 17.9, -22.3
349, 17.9, -22.3
350, 17.9, -22.3
351, 17.9, -22.3
352, 17.9, -22.3
353, 17.9, -22.3
354, 17.9, -22.3
355, 17.9, -22.3
356, 17.9, -22.3
357, 17.9, -22.3
358, 17.9, -22.3
359, 18.0, -22.3
360, 18.0, -22.3
361, 18.0, -22.3
362, 18.0, -22.3
363, 18.0, -22.3
364, 18.0, -22.3
365, 18.0, -22.3
366, 18.0, -22.3
367, 18.0, -22.3
368, 18.0, -22.2
369, 18.0, -22.2
370, 18.0, -22.2
371, 18.0, -22.2
372, 18.0, -22.2
373, 18.0, -22.2
374, 18.0, -22.2
375, 18.0, -22.2
376, 18.0, -22.2
377, 18.0, -22.2
378, 18.0, -22.2
379, 18.0, -22.2
380, 18.0, -22.2
381, 18.0, -22.2
382, 18.0, -22.2
383, 18.0, -22.2
384, 18.0, -22.2
385, 18.0, -22.2
386, 18.0, -22.2
387, 17.9, -22.2
388, 17.9, -22.2
389, 17.9, -22.2
390, 17.9, -22.2
391, 17.9, -22.2
392, 17.9, -22.2
393, 17.9, -22.2
394, 17.9, -22.2
395, 17.9, -22.2
396, 17.9, -22.2
397, 17.9, -22.2
398, 17.9, -22.2
399, 17.9, -22.2
400, 17.9, -22.2
401, 17.9, -22.2
402, 17.9, -22.2
403, 17.9, -22.2
404, 17.9, -22.2
405, 17.9, -22.2
406, 17.9, -22.2
407, 17.9, -22.2
408, 17.9, -22.2
409, 17.9, -22.2
410, 17.9, -22.2
411, 17.9, -22.2
412, 18.0, -22.2
413, 18.0, -22.2
414, 18.0, -22.2
415, 18.0, -22.2
416, 18.0, -22.2
417, 18.0, -22.2
418, 18.0, -22.2
419, 18.0, -22.2
420, 18.0, -22.2
421, 18.0, -22.2
422, 18.0, -22.2
423, 18.0, -22.2
424, 18.0, -22.2
425, 18.0, -22.2
426, 18.0, -22.2
427, 18.0, -22.2
428, 18.0, -22.2
429, 18.0, -22.2
430, 18.0, -22.2
431, 18.0, -22.2
432, 18.0, -22.1
